chromosome	coordinate	GC_content	HFC
DcoA	71250000	0.35202	HFC
DcoA	71350000	0.37166	HFC
DcoA	71450000	0.36357	HFC
DcoA	71550000	0.36299	HFC
DcoA	71650000	0.36566	HFC
DcoA	71750000	0.3797	HFC
DcoA	71850000	0.3775	HFC
DcoA	71950000	0.35467	HFC
DcoA	72050000	0.36694	non-HFC
DcoA	72150000	0.35166	non-HFC
DcoA	72250000	0.36355	non-HFC
DcoA	72350000	0.37085	non-HFC
DcoA	72450000	0.36802	non-HFC
DcoA	72550000	0.36591	non-HFC
DcoA	72650000	0.38438	non-HFC
DcoA	72750000	0.37321	non-HFC
DcoA	72850000	0.37863	non-HFC
DcoA	72950000	0.37966	non-HFC
DcoA	73050000	0.37178	non-HFC
DcoA	73150000	0.38277	non-HFC
DcoA	73250000	0.37089	non-HFC
DcoA	73350000	0.36408	non-HFC
DcoA	73450000	0.37271	non-HFC
DcoA	73550000	0.37248	non-HFC
DcoA	73650000	0.37736	non-HFC
DcoA	73750000	0.37312	non-HFC
DcoA	73850000	0.36434	non-HFC
DcoA	73950000	0.36789	non-HFC
DcoA	74050000	0.3723	non-HFC
DcoA	74150000	0.36693	non-HFC
DcoA	74250000	0.36023	non-HFC
DcoA	74350000	0.37344	non-HFC
DcoA	74450000	0.38906	non-HFC
DcoA	74550000	0.36959	non-HFC
DcoA	74650000	0.38842	non-HFC
DcoA	74750000	0.37988	non-HFC
DcoA	74850000	0.38166	non-HFC
DcoA	74950000	0.37803	non-HFC
DcoA	75050000	0.38794	non-HFC
DcoA	75150000	0.39013	non-HFC
DcoA	75250000	0.41096	non-HFC
DcoA	75350000	0.37691	non-HFC
DcoA	75450000	0.38588	non-HFC
DcoA	75550000	0.38967	non-HFC
DcoA	75650000	0.38811	non-HFC
DcoA	75750000	0.36846	non-HFC
DcoA	75850000	0.37132	non-HFC
DcoA	75950000	0.39003	non-HFC
DcoA	76050000	0.39693	non-HFC
DcoA	76150000	0.37533	non-HFC
DcoA	76250000	0.39375	non-HFC
DcoA	76350000	0.3779	non-HFC
DcoA	76450000	0.36961	non-HFC
DcoA	76550000	0.38565	non-HFC
DcoA	76650000	0.39629	non-HFC
DcoA	76750000	0.38122	non-HFC
DcoA	76850000	0.36936	non-HFC
DcoA	76950000	0.38712	non-HFC
DcoA	77050000	0.39191	non-HFC
DcoA	77150000	0.383	non-HFC
DcoA	77250000	0.38294	non-HFC
DcoA	77350000	0.38208	non-HFC
DcoA	77450000	0.38604	non-HFC
DcoA	77550000	0.3786	non-HFC
DcoA	77650000	0.37799	non-HFC
DcoA	77750000	0.37994	non-HFC
DcoA	77850000	0.38178	non-HFC
DcoA	77950000	0.37551	non-HFC
DcoA	78050000	0.37942	non-HFC
DcoA	78150000	0.38403	non-HFC
DcoA	78250000	0.37351	non-HFC
DcoA	78350000	0.37451	non-HFC
DcoA	78450000	0.37233	non-HFC
DcoA	78550000	0.37888	non-HFC
DcoA	78650000	0.37614	non-HFC
DcoA	78750000	0.35268	non-HFC
DcoA	78850000	0.38165	non-HFC
DcoA	78950000	0.35807	non-HFC
DcoA	79050000	0.38062	non-HFC
DcoA	79150000	0.37834	non-HFC
DcoA	79250000	0.37989	non-HFC
DcoA	79350000	0.4327	non-HFC
DcoA	79450000	0.41994	non-HFC
DcoA	79550000	0.35581	non-HFC
DcoA	79650000	0.35575	non-HFC
DcoA	79750000	0.37476	non-HFC
DcoA	79850000	0.39234	non-HFC
DcoA	79950000	0.37908	non-HFC
DcoA	80050000	0.39878	non-HFC
DcoA	80150000	0.37548	non-HFC
DcoA	80250000	0.36349	non-HFC
DcoA	80350000	0.36947	non-HFC
DcoA	80450000	0.3651	non-HFC
DcoA	80550000	0.38028	non-HFC
DcoA	80650000	0.36167	non-HFC
DcoA	80750000	0.36776	non-HFC
DcoA	80850000	0.37047	non-HFC
DcoA	80950000	0.36567	non-HFC
DcoA	81050000	0.35905	non-HFC
DcoA	81150000	0.37044	non-HFC
DcoA	81250000	0.36848	non-HFC
DcoA	81350000	0.36122	non-HFC
DcoA	81450000	0.36411	non-HFC
DcoA	81550000	0.398	non-HFC
DcoA	81650000	0.39269	non-HFC
DcoA	81750000	0.36719	non-HFC
DcoA	81850000	0.35883	non-HFC
DcoA	81936122	0.36211502526126377	non-HFC
DcoB	50000	0.35168	non-HFC
DcoB	150000	0.3605	non-HFC
DcoB	250000	0.37054	non-HFC
DcoB	350000	0.35803	non-HFC
DcoB	450000	0.36057	non-HFC
DcoB	550000	0.35997	non-HFC
DcoB	650000	0.39422	non-HFC
DcoB	750000	0.39539	non-HFC
DcoB	850000	0.3838	non-HFC
DcoB	950000	0.3639	non-HFC
DcoB	1050000	0.38402	non-HFC
DcoB	1150000	0.38951	non-HFC
DcoB	1250000	0.3954	non-HFC
DcoB	1350000	0.40806	non-HFC
DcoB	1450000	0.37327	non-HFC
DcoB	1550000	0.38997	non-HFC
DcoB	1650000	0.37416	non-HFC
DcoB	1750000	0.4094	non-HFC
DcoB	1850000	0.38494	non-HFC
DcoB	1950000	0.38856	non-HFC
DcoB	2050000	0.37213	non-HFC
DcoB	2150000	0.39115230460921846	non-HFC
DcoB	2250000	0.36879	non-HFC
DcoB	2350000	0.38428	non-HFC
DcoB	2450000	0.37741	non-HFC
DcoB	2550000	0.37081	non-HFC
DcoB	2650000	0.35467	non-HFC
DcoB	2750000	0.35268	non-HFC
DcoB	2850000	0.35419	non-HFC
DcoB	2950000	0.34798	non-HFC
DcoB	3050000	0.33827	non-HFC
DcoB	3150000	0.36864	non-HFC
DcoB	3250000	0.35986	non-HFC
DcoB	3350000	0.3736	non-HFC
DcoB	3450000	0.37333	non-HFC
DcoB	3550000	0.35803	non-HFC
DcoB	3650000	0.3614	non-HFC
DcoB	3750000	0.36412	non-HFC
DcoB	3850000	0.3573	non-HFC
DcoB	3950000	0.36738	non-HFC
DcoB	4050000	0.36451	non-HFC
DcoB	4150000	0.36647	non-HFC
DcoB	4250000	0.37085	non-HFC
DcoB	4350000	0.35721	non-HFC
DcoB	4450000	0.37162	non-HFC
DcoB	4550000	0.36687	non-HFC
DcoB	4650000	0.36186	non-HFC
DcoB	4750000	0.35634	non-HFC
DcoB	4850000	0.35681	non-HFC
DcoB	4950000	0.36948	non-HFC
DcoB	5050000	0.3597	non-HFC
DcoB	5150000	0.36429	non-HFC
DcoB	5250000	0.37012	non-HFC
DcoB	5350000	0.36112	non-HFC
DcoB	5450000	0.3723	non-HFC
DcoB	5550000	0.36539	non-HFC
DcoB	5650000	0.35343	non-HFC
DcoB	5750000	0.35778	non-HFC
DcoB	5850000	0.36036	non-HFC
DcoB	5950000	0.35978	non-HFC
DcoB	6050000	0.35538	non-HFC
DcoB	6150000	0.36873	non-HFC
DcoB	6250000	0.36916	non-HFC
DcoB	6350000	0.3736	non-HFC
DcoB	6450000	0.36596	non-HFC
DcoB	6550000	0.3664	non-HFC
DcoB	6650000	0.4151	non-HFC
DcoB	6750000	0.39158	non-HFC
DcoB	6850000	0.36279	non-HFC
DcoB	6950000	0.36079	non-HFC
DcoB	7050000	0.37922	non-HFC
DcoB	7150000	0.37445	non-HFC
DcoB	7250000	0.37384	non-HFC
DcoB	7350000	0.37735	non-HFC
DcoB	7450000	0.39173	non-HFC
DcoB	7550000	0.37332	non-HFC
DcoB	7650000	0.3811	non-HFC
DcoB	7750000	0.38893	non-HFC
DcoB	7850000	0.36465	non-HFC
DcoB	7950000	0.35675	non-HFC
DcoB	8050000	0.3368937875751503	non-HFC
DcoB	8150000	0.36002	non-HFC
DcoB	8250000	0.36384	non-HFC
DcoB	8350000	0.36329	non-HFC
DcoB	8450000	0.37723	non-HFC
DcoB	8550000	0.36486	non-HFC
DcoB	8650000	0.38588	non-HFC
DcoB	8750000	0.39107	non-HFC
DcoB	8850000	0.38822	non-HFC
DcoB	8950000	0.39021	non-HFC
DcoB	9050000	0.3793	non-HFC
DcoB	9150000	0.37521	non-HFC
DcoB	9250000	0.37333	non-HFC
DcoB	9350000	0.37493	non-HFC
DcoB	9450000	0.37471	non-HFC
DcoB	9550000	0.39128	HFC
DcoB	9650000	0.38105	HFC
DcoB	9750000	0.37326	HFC
DcoB	9850000	0.36249	HFC
DcoB	9950000	0.35818	HFC
DcoB	10050000	0.37376	HFC
DcoB	10150000	0.35999	HFC
DcoB	10250000	0.3601	HFC
DcoB	10350000	0.35186	HFC
DcoB	10450000	0.36293	HFC
DcoB	10550000	0.35276	HFC
DcoB	10650000	0.36637	HFC
DcoB	10750000	0.36083	HFC
DcoB	10850000	0.36786	HFC
DcoB	10950000	0.36129	HFC
DcoB	11050000	0.37687	HFC
DcoB	11150000	0.38288	HFC
DcoB	11250000	0.39693	HFC
DcoB	11350000	0.36907	HFC
DcoB	11450000	0.3631	HFC
DcoB	11550000	0.36188	HFC
DcoB	11650000	0.35347	HFC
DcoB	11750000	0.37083	HFC
DcoB	11850000	0.35539	HFC
DcoB	11950000	0.36369	HFC
DcoB	12050000	0.35816	HFC
DcoB	12150000	0.39269	HFC
DcoB	12250000	0.39659	HFC
DcoB	12350000	0.43173	HFC
DcoB	12450000	0.39506	HFC
DcoB	12550000	0.42852	non-HFC
DcoB	12650000	0.39284	non-HFC
DcoB	12750000	0.37624	non-HFC
DcoB	12850000	0.3603	non-HFC
DcoB	12950000	0.36593	non-HFC
DcoB	13050000	0.35172	non-HFC
DcoB	13150000	0.3576	non-HFC
DcoB	13250000	0.36283	non-HFC
DcoB	13350000	0.35552	non-HFC
DcoB	13450000	0.36414	non-HFC
DcoB	13550000	0.34738	non-HFC
DcoB	13650000	0.3497	non-HFC
DcoB	13750000	0.36726	non-HFC
DcoB	13850000	0.34422	non-HFC
DcoB	13950000	0.35603	non-HFC
DcoB	14050000	0.3533	non-HFC
DcoB	14150000	0.34362	non-HFC
DcoB	14250000	0.36743	non-HFC
DcoB	14350000	0.32884	non-HFC
DcoB	14450000	0.35426	non-HFC
DcoB	14550000	0.36671	non-HFC
DcoB	14650000	0.35123	non-HFC
DcoB	14750000	0.34504	non-HFC
DcoB	14850000	0.34287	non-HFC
DcoB	14950000	0.35711	non-HFC
DcoB	15050000	0.34967	non-HFC
DcoB	15150000	0.36439	non-HFC
DcoB	15250000	0.37677	non-HFC
DcoB	15350000	0.35576	non-HFC
DcoB	15450000	0.36102	non-HFC
DcoB	15550000	0.37149	non-HFC
DcoB	15650000	0.35228	non-HFC
DcoB	15750000	0.36084168336673345	non-HFC
DcoB	15850000	0.37048	non-HFC
DcoB	15950000	0.36617	non-HFC
DcoB	16050000	0.36606	non-HFC
DcoB	16150000	0.3874	non-HFC
DcoB	16250000	0.37362	non-HFC
DcoB	16350000	0.3816	non-HFC
DcoB	16450000	0.37849	non-HFC
DcoB	16550000	0.37007	non-HFC
DcoB	16650000	0.36255	non-HFC
DcoB	16750000	0.37487	non-HFC
DcoB	16850000	0.38206	non-HFC
DcoB	16950000	0.3678	non-HFC
DcoB	17050000	0.40657	non-HFC
DcoB	17150000	0.37038	non-HFC
DcoB	17250000	0.38682	non-HFC
DcoB	17350000	0.3791	non-HFC
DcoB	17450000	0.39133	non-HFC
DcoB	17550000	0.37586	non-HFC
DcoB	17650000	0.38221	non-HFC
DcoB	17750000	0.36599	non-HFC
DcoB	17850000	0.3797	non-HFC
DcoB	17950000	0.37914	non-HFC
DcoB	18050000	0.36668	non-HFC
DcoB	18150000	0.37709	non-HFC
DcoB	18250000	0.36302	non-HFC
DcoB	18350000	0.37522	non-HFC
DcoB	18450000	0.37079	non-HFC
DcoB	18550000	0.3757	non-HFC
DcoB	18650000	0.3745	non-HFC
DcoB	18750000	0.37148	non-HFC
DcoB	18850000	0.3686	non-HFC
DcoB	18950000	0.3656513026052104	non-HFC
DcoB	19050000	0.36309	non-HFC
DcoB	19150000	0.37989	non-HFC
DcoB	19250000	0.38469	non-HFC
DcoB	19350000	0.3793	non-HFC
DcoB	19450000	0.37	non-HFC
DcoB	19550000	0.3675	non-HFC
DcoB	19650000	0.37777	non-HFC
DcoB	19750000	0.37935	non-HFC
DcoB	19850000	0.38688	non-HFC
DcoB	19950000	0.3818	non-HFC
DcoB	20050000	0.38208	non-HFC
DcoB	20150000	0.37847	non-HFC
DcoB	20250000	0.37491	non-HFC
DcoB	20350000	0.37526	non-HFC
DcoB	20450000	0.37499	non-HFC
DcoB	20550000	0.37387	non-HFC
DcoB	20650000	0.37585	non-HFC
DcoB	20750000	0.37754	non-HFC
DcoB	20850000	0.38735	non-HFC
DcoB	20950000	0.37356	non-HFC
DcoB	21050000	0.37766	non-HFC
DcoB	21150000	0.37922	non-HFC
DcoB	21250000	0.38413	non-HFC
DcoB	21350000	0.38559	non-HFC
DcoB	21450000	0.37995	non-HFC
DcoB	21550000	0.38755	non-HFC
DcoB	21650000	0.36594	non-HFC
DcoB	21750000	0.38964	non-HFC
DcoB	21850000	0.38531	non-HFC
DcoB	21950000	0.37134	non-HFC
DcoB	22050000	0.38983	non-HFC
DcoB	22150000	0.37661	non-HFC
DcoB	22250000	0.37531	non-HFC
DcoB	22350000	0.37408	non-HFC
DcoB	22450000	0.37738	non-HFC
DcoB	22550000	0.36293	non-HFC
DcoB	22650000	0.37389	non-HFC
DcoB	22750000	0.35575	non-HFC
DcoB	22850000	0.37649	non-HFC
DcoB	22950000	0.38321	non-HFC
DcoB	23050000	0.36889	non-HFC
DcoB	23150000	0.36468	non-HFC
DcoB	23250000	0.37974	non-HFC
DcoB	23350000	0.37327	non-HFC
DcoB	23450000	0.37355	non-HFC
DcoB	23550000	0.36309	non-HFC
DcoB	23650000	0.36084	non-HFC
DcoB	23750000	0.35862	non-HFC
DcoB	23850000	0.36418	non-HFC
DcoB	23950000	0.3617	non-HFC
DcoB	24050000	0.36232	non-HFC
DcoB	24150000	0.36267	non-HFC
DcoB	24250000	0.36937	non-HFC
DcoB	24350000	0.36337	non-HFC
DcoB	24450000	0.37251	non-HFC
DcoB	24550000	0.36294	non-HFC
DcoB	24650000	0.37792	non-HFC
DcoB	24750000	0.35721	non-HFC
DcoB	24850000	0.3576	non-HFC
DcoB	24950000	0.36648	non-HFC
DcoB	25050000	0.3835	non-HFC
DcoB	25150000	0.36599	non-HFC
DcoB	25250000	0.36507	non-HFC
DcoB	25350000	0.37028	non-HFC
DcoB	25450000	0.3406	non-HFC
DcoB	25550000	0.37009	HFC
DcoB	25650000	0.36648	HFC
DcoB	25750000	0.37442	HFC
DcoB	25850000	0.35708	HFC
DcoB	25950000	0.35426	HFC
DcoB	26050000	0.36399	HFC
DcoB	26150000	0.34684	HFC
DcoB	26250000	0.35533	HFC
DcoB	26350000	0.36485	HFC
DcoB	26450000	0.36478	HFC
DcoB	26550000	0.35764	HFC
DcoB	26650000	0.36761	HFC
DcoB	26750000	0.39189	HFC
DcoB	26850000	0.39491	HFC
DcoB	26950000	0.41691	HFC
DcoB	27050000	0.403	HFC
DcoB	27150000	0.42726	HFC
DcoB	27250000	0.41091	HFC
DcoB	27350000	0.40372	HFC
DcoB	27450000	0.37494	HFC
DcoB	27550000	0.36253	HFC
DcoB	27650000	0.39138	HFC
DcoB	27750000	0.35379	HFC
DcoB	27850000	0.37998	HFC
DcoB	27950000	0.37592	HFC
DcoB	28050000	0.38624	HFC
DcoB	28150000	0.37258	HFC
DcoB	28250000	0.37138	HFC
DcoB	28350000	0.40455	HFC
DcoB	28450000	0.37235	HFC
DcoB	28550000	0.36413	non-HFC
DcoB	28650000	0.36156	non-HFC
DcoB	28750000	0.36533	non-HFC
DcoB	28850000	0.35076	non-HFC
DcoB	28950000	0.35977	non-HFC
DcoB	29050000	0.38021	non-HFC
DcoB	29150000	0.35244	non-HFC
DcoB	29250000	0.3658	non-HFC
DcoB	29350000	0.34145	non-HFC
DcoB	29450000	0.3595	non-HFC
DcoB	29550000	0.35443	non-HFC
DcoB	29650000	0.36174	non-HFC
DcoB	29750000	0.36746	non-HFC
DcoB	29850000	0.36189	non-HFC
DcoB	29950000	0.36738	non-HFC
DcoB	30050000	0.37238	non-HFC
DcoB	30150000	0.35592	non-HFC
DcoB	30250000	0.35874	non-HFC
DcoB	30350000	0.37257	non-HFC
DcoB	30450000	0.34977	non-HFC
DcoB	30550000	0.36476	non-HFC
DcoB	30650000	0.35781	non-HFC
DcoB	30750000	0.34757	non-HFC
DcoB	30850000	0.34732	non-HFC
DcoB	30950000	0.3879	non-HFC
DcoB	31050000	0.35745	non-HFC
DcoB	31150000	0.37459	non-HFC
DcoB	31250000	0.36092	non-HFC
DcoB	31350000	0.3765	non-HFC
DcoB	31450000	0.36538	non-HFC
DcoB	31550000	0.36469	non-HFC
DcoB	31650000	0.37175	non-HFC
DcoB	31750000	0.38146	non-HFC
DcoB	31850000	0.37381	non-HFC
DcoB	31950000	0.39238	non-HFC
DcoB	32050000	0.36854	non-HFC
DcoB	32150000	0.38143	non-HFC
DcoB	32250000	0.39391	non-HFC
DcoB	32350000	0.36302	non-HFC
DcoB	32450000	0.37145	non-HFC
DcoB	32550000	0.38954	non-HFC
DcoB	32650000	0.37133	non-HFC
DcoB	32750000	0.37002	non-HFC
DcoB	32850000	0.34019	non-HFC
DcoB	32950000	0.36399	non-HFC
DcoB	33050000	0.39979	non-HFC
DcoB	33150000	0.39638	non-HFC
DcoB	33250000	0.37804	non-HFC
DcoB	33350000	0.37769	non-HFC
DcoB	33450000	0.36243	non-HFC
DcoB	33550000	0.36541	non-HFC
DcoB	33650000	0.35351	non-HFC
DcoB	33750000	0.35666	non-HFC
DcoB	33850000	0.37325	non-HFC
DcoB	33950000	0.37062	non-HFC
DcoB	34050000	0.37658	non-HFC
DcoB	34150000	0.37622	non-HFC
DcoB	34250000	0.38318	non-HFC
DcoB	34350000	0.39074	non-HFC
DcoB	34450000	0.38974	non-HFC
DcoB	34550000	0.3823	non-HFC
DcoB	34650000	0.37505	non-HFC
DcoB	34750000	0.38901	non-HFC
DcoB	34850000	0.38459	non-HFC
DcoB	34950000	0.36409	non-HFC
DcoB	35050000	0.35474	non-HFC
DcoB	35150000	0.41177	non-HFC
DcoB	35250000	0.38382	non-HFC
DcoB	35350000	0.37067	non-HFC
DcoB	35450000	0.3592	non-HFC
DcoB	35550000	0.38037	non-HFC
DcoB	35650000	0.3519	non-HFC
DcoB	35750000	0.36806	non-HFC
DcoB	35850000	0.37174	non-HFC
DcoB	35950000	0.36141	non-HFC
DcoB	36050000	0.36962	non-HFC
DcoB	36150000	0.37511	non-HFC
DcoB	36250000	0.38212	non-HFC
DcoB	36350000	0.37317	non-HFC
DcoB	36450000	0.37592	non-HFC
DcoB	36550000	0.38638	non-HFC
DcoB	36650000	0.38408	non-HFC
DcoB	36750000	0.38848	non-HFC
DcoB	36850000	0.36956	non-HFC
DcoB	36950000	0.38465	non-HFC
DcoB	37050000	0.37392	non-HFC
DcoB	37150000	0.38333	non-HFC
DcoB	37250000	0.37648	non-HFC
DcoB	37350000	0.38705	non-HFC
DcoB	37450000	0.38374	non-HFC
DcoB	37550000	0.37447	non-HFC
DcoB	37650000	0.37428	non-HFC
DcoB	37750000	0.37696	non-HFC
DcoB	37850000	0.38033	non-HFC
DcoB	37950000	0.38641	non-HFC
DcoB	38050000	0.36543	non-HFC
DcoB	38150000	0.36904	non-HFC
DcoB	38250000	0.34197	non-HFC
DcoB	38350000	0.35292	non-HFC
DcoB	38450000	0.35388	non-HFC
DcoB	38550000	0.35864	non-HFC
DcoB	38650000	0.3703	non-HFC
DcoB	38750000	0.37785	non-HFC
DcoB	38850000	0.38058	non-HFC
DcoB	38950000	0.40043	non-HFC
DcoB	39050000	0.37005	HFC
DcoB	39150000	0.38206	HFC
DcoB	39250000	0.36675	HFC
DcoB	39350000	0.3969	HFC
DcoB	39450000	0.40025	HFC
DcoB	39550000	0.39705	HFC
DcoB	39650000	0.37452	HFC
DcoB	39750000	0.39251	HFC
DcoB	39850000	0.37788	HFC
DcoB	39950000	0.38309	HFC
DcoB	40050000	0.37842	HFC
DcoB	40150000	0.41207	HFC
DcoB	40250000	0.3824	HFC
DcoB	40350000	0.38779	HFC
DcoB	40450000	0.36702	HFC
DcoB	40550000	0.37184	HFC
DcoB	40650000	0.35699	HFC
DcoB	40750000	0.35772	HFC
DcoB	40850000	0.36091	HFC
DcoB	40950000	0.36314	HFC
DcoB	41050000	0.36544	HFC
DcoB	41150000	0.36507	HFC
DcoB	41250000	0.37208	HFC
DcoB	41350000	0.35652	HFC
DcoB	41450000	0.36055	HFC
DcoB	41550000	0.36306	HFC
DcoB	41650000	0.35527	HFC
DcoB	41750000	0.35539	HFC
DcoB	41850000	0.38887	HFC
DcoB	41950000	0.36109	HFC
DcoB	42050000	0.34915	non-HFC
DcoB	42150000	0.37426	non-HFC
DcoB	42250000	0.36106	non-HFC
DcoB	42350000	0.37842	non-HFC
DcoB	42450000	0.37021	non-HFC
DcoB	42550000	0.36427	non-HFC
DcoB	42650000	0.37829	non-HFC
DcoB	42750000	0.38153	non-HFC
DcoB	42850000	0.35507	non-HFC
DcoB	42950000	0.36753	non-HFC
DcoB	43050000	0.38626	non-HFC
DcoB	43150000	0.37974	non-HFC
DcoB	43250000	0.38067	non-HFC
DcoB	43350000	0.36891	non-HFC
DcoB	43450000	0.38373	non-HFC
DcoB	43550000	0.37346	non-HFC
DcoB	43650000	0.37935	non-HFC
DcoB	43750000	0.38346	non-HFC
DcoB	43850000	0.36311	non-HFC
DcoB	43950000	0.37392	non-HFC
DcoB	44050000	0.37719	non-HFC
DcoB	44150000	0.37154	non-HFC
DcoB	44250000	0.36821	non-HFC
DcoB	44350000	0.36616	non-HFC
DcoB	44450000	0.37129	non-HFC
DcoB	44550000	0.3581	non-HFC
DcoB	44650000	0.36879	non-HFC
DcoB	44750000	0.35471	non-HFC
DcoB	44850000	0.37871	non-HFC
DcoB	44950000	0.37574	non-HFC
DcoB	45050000	0.3576	non-HFC
DcoB	45150000	0.37707	non-HFC
DcoB	45250000	0.36352	non-HFC
DcoB	45350000	0.36171	non-HFC
DcoB	45450000	0.3751	non-HFC
DcoB	45550000	0.37073	non-HFC
DcoB	45650000	0.35213	non-HFC
DcoB	45750000	0.37874	non-HFC
DcoB	45850000	0.36635	non-HFC
DcoB	45950000	0.3811	non-HFC
DcoB	46050000	0.36268	non-HFC
DcoB	46150000	0.36549	non-HFC
DcoB	46250000	0.38148	non-HFC
DcoB	46350000	0.35807	non-HFC
DcoB	46450000	0.37998	non-HFC
DcoB	46550000	0.3729	non-HFC
DcoB	46650000	0.36271	non-HFC
DcoB	46750000	0.37172	non-HFC
DcoB	46850000	0.36153	non-HFC
DcoB	46950000	0.35573	non-HFC
DcoB	47050000	0.36288	non-HFC
DcoB	47150000	0.35199	non-HFC
DcoB	47250000	0.37057	non-HFC
DcoB	47350000	0.33975	non-HFC
DcoB	47450000	0.36359	non-HFC
DcoB	47550000	0.35929	non-HFC
DcoB	47650000	0.36135	non-HFC
DcoB	47750000	0.36428	HFC
DcoB	47850000	0.35028	HFC
DcoB	47950000	0.35159	HFC
DcoB	48050000	0.3483	HFC
DcoB	48150000	0.38307	HFC
DcoB	48250000	0.40839	HFC
DcoB	48350000	0.37895	HFC
DcoB	48450000	0.35819	HFC
DcoB	48550000	0.37414	HFC
DcoB	48650000	0.3649	HFC
DcoB	48750000	0.35949	HFC
DcoB	48850000	0.38206	HFC
DcoB	48950000	0.36819	HFC
DcoB	49050000	0.38066	HFC
DcoB	49150000	0.4155	HFC
DcoB	49250000	0.40713	HFC
DcoB	49350000	0.40162	HFC
DcoB	49450000	0.42108	HFC
DcoB	49550000	0.37689	HFC
DcoB	49650000	0.38534	HFC
DcoB	49750000	0.3708	HFC
DcoB	49850000	0.35281	HFC
DcoB	49950000	0.38296	HFC
DcoB	50050000	0.35894	HFC
DcoB	50150000	0.37454	HFC
DcoB	50250000	0.37246	HFC
DcoB	50350000	0.34912	HFC
DcoB	50450000	0.37025	HFC
DcoB	50550000	0.37391	HFC
DcoB	50650000	0.38581	HFC
DcoB	50750000	0.36602	HFC
DcoB	50850000	0.36563	non-HFC
DcoB	50950000	0.35766	non-HFC
DcoB	51050000	0.35368	non-HFC
DcoB	51150000	0.35712	non-HFC
DcoB	51250000	0.36148	non-HFC
DcoB	51350000	0.36029	non-HFC
DcoB	51450000	0.36812	non-HFC
DcoB	51550000	0.34653	non-HFC
DcoB	51650000	0.34908	non-HFC
DcoB	51750000	0.3745	non-HFC
DcoB	51850000	0.36556	non-HFC
DcoB	51950000	0.35246	non-HFC
DcoB	52050000	0.35974	non-HFC
DcoB	52150000	0.3586	non-HFC
DcoB	52250000	0.35139	non-HFC
DcoB	52350000	0.35869	non-HFC
DcoB	52450000	0.35462	non-HFC
DcoB	52550000	0.36734	non-HFC
DcoB	52650000	0.36635	non-HFC
DcoB	52750000	0.37	non-HFC
DcoB	52850000	0.37247	non-HFC
DcoB	52950000	0.36268	non-HFC
DcoB	53050000	0.35985	non-HFC
DcoB	53150000	0.3453	non-HFC
DcoB	53250000	0.36261	non-HFC
DcoB	53350000	0.36843	non-HFC
DcoB	53450000	0.36052	non-HFC
DcoB	53550000	0.36336	non-HFC
DcoB	53650000	0.37248	non-HFC
DcoB	53750000	0.38319	non-HFC
DcoB	53850000	0.37131	non-HFC
DcoB	53950000	0.3656	non-HFC
DcoB	54050000	0.37734	non-HFC
DcoB	54150000	0.39292	non-HFC
DcoB	54250000	0.36643	non-HFC
DcoB	54350000	0.37589	non-HFC
DcoB	54450000	0.37183	non-HFC
DcoB	54550000	0.37262	non-HFC
DcoB	54650000	0.38637	non-HFC
DcoB	54750000	0.38022	non-HFC
DcoB	54850000	0.38704	non-HFC
DcoB	54950000	0.37266	non-HFC
DcoB	55050000	0.37468	non-HFC
DcoB	55150000	0.38677	non-HFC
DcoB	55250000	0.3719	non-HFC
DcoB	55350000	0.36758	non-HFC
DcoB	55450000	0.37809	non-HFC
DcoB	55550000	0.38061	non-HFC
DcoB	55650000	0.38728	non-HFC
DcoB	55750000	0.37841	non-HFC
DcoB	55850000	0.36976	non-HFC
DcoB	55950000	0.37773	non-HFC
DcoB	56050000	0.37758	non-HFC
DcoB	56150000	0.36589	non-HFC
DcoB	56250000	0.38851	non-HFC
DcoB	56350000	0.35235	non-HFC
DcoB	56450000	0.37547	non-HFC
DcoB	56550000	0.38766	non-HFC
DcoB	56650000	0.39431	non-HFC
DcoB	56750000	0.39172	non-HFC
DcoB	56850000	0.37379	non-HFC
DcoB	56950000	0.37477	non-HFC
DcoB	57050000	0.38433	non-HFC
DcoB	57150000	0.38228	non-HFC
DcoB	57250000	0.38496	non-HFC
DcoB	57350000	0.38367	non-HFC
DcoB	57450000	0.37145	non-HFC
DcoB	57550000	0.39854	non-HFC
DcoB	57650000	0.3722	non-HFC
DcoB	57750000	0.381	non-HFC
DcoB	57850000	0.36986	non-HFC
DcoB	57950000	0.38553	non-HFC
DcoB	58050000	0.37571	non-HFC
DcoB	58150000	0.37868	non-HFC
DcoB	58250000	0.37467	non-HFC
DcoB	58350000	0.37837	non-HFC
DcoB	58450000	0.38405	non-HFC
DcoB	58550000	0.36306	non-HFC
DcoB	58650000	0.37782	non-HFC
DcoB	58750000	0.37985	non-HFC
DcoB	58850000	0.38023	non-HFC
DcoB	58950000	0.38259	non-HFC
DcoB	59050000	0.37845	non-HFC
DcoB	59150000	0.37307	non-HFC
DcoB	59250000	0.3728	non-HFC
DcoB	59350000	0.37308	non-HFC
DcoB	59450000	0.39154	non-HFC
DcoB	59550000	0.39543	non-HFC
DcoB	59650000	0.37552	non-HFC
DcoB	59750000	0.37849	non-HFC
DcoB	59850000	0.35321	non-HFC
DcoB	59950000	0.36467	non-HFC
DcoB	60050000	0.34845	non-HFC
DcoB	60150000	0.35078	non-HFC
DcoB	60250000	0.381	non-HFC
