chromosome	coordinate	repeat_density	HFC
DcoA	71150000	0.06972	HFC
DcoA	71250000	0.06439	HFC
DcoA	71350000	0.07175	HFC
DcoA	71450000	0.20488	HFC
DcoA	71550000	0.1252	HFC
DcoA	71650000	0.07368	HFC
DcoA	71750000	0.05523	HFC
DcoA	71850000	0.07837	HFC
DcoA	71950000	0.12134	HFC
DcoA	72050000	0.16299	non-HFC
DcoA	72150000	0.06723	non-HFC
DcoA	72250000	0.05877	non-HFC
DcoA	72350000	0.1119	non-HFC
DcoA	72450000	0.10677	non-HFC
DcoA	72550000	0.08978	non-HFC
DcoA	72650000	0.10695	non-HFC
DcoA	72750000	0.06149	non-HFC
DcoA	72850000	0.06296	non-HFC
DcoA	72950000	0.10669	non-HFC
DcoA	73050000	0.09508	non-HFC
DcoA	73150000	0.10285	non-HFC
DcoA	73250000	0.16067	non-HFC
DcoA	73350000	0.17561	non-HFC
DcoA	73450000	0.08259	non-HFC
DcoA	73550000	0.14767	non-HFC
DcoA	73650000	0.08701	non-HFC
DcoA	73750000	0.03803	non-HFC
DcoA	73850000	0.12381	non-HFC
DcoA	73950000	0.14158	non-HFC
DcoA	74050000	0.20912	non-HFC
DcoA	74150000	0.18889	non-HFC
DcoA	74250000	0.38484	non-HFC
DcoA	74350000	0.07908	non-HFC
DcoA	74450000	0.14208	non-HFC
DcoA	74550000	0.24916	non-HFC
DcoA	74650000	0.1369	non-HFC
DcoA	74750000	0.12235	non-HFC
DcoA	74850000	0.17621	non-HFC
DcoA	74950000	0.15423	non-HFC
DcoA	75050000	0.19875	non-HFC
DcoA	75150000	0.07623	non-HFC
DcoA	75250000	0.05389	non-HFC
DcoA	75350000	0.10453	non-HFC
DcoA	75450000	0.09521	non-HFC
DcoA	75550000	0.16139	non-HFC
DcoA	75650000	0.15513	non-HFC
DcoA	75750000	0.48301	non-HFC
DcoA	75850000	0.16866	non-HFC
DcoA	75950000	0.12374	non-HFC
DcoA	76050000	0.04205	non-HFC
DcoA	76150000	0.36815	non-HFC
DcoA	76250000	0.08747	non-HFC
DcoA	76350000	0.131	non-HFC
DcoA	76450000	0.12034	non-HFC
DcoA	76550000	0.11849	non-HFC
DcoA	76650000	0.07559	non-HFC
DcoA	76750000	0.18362	non-HFC
DcoA	76850000	0.18247	non-HFC
DcoA	76950000	0.13943	non-HFC
DcoA	77050000	0.15982	non-HFC
DcoA	77150000	0.15221	non-HFC
DcoA	77250000	0.10988	non-HFC
DcoA	77350000	0.14524	non-HFC
DcoA	77450000	0.06721	non-HFC
DcoA	77550000	0.0989	non-HFC
DcoA	77650000	0.07435	non-HFC
DcoA	77750000	0.05075	non-HFC
DcoA	77850000	0.07099	non-HFC
DcoA	77950000	0.13083	non-HFC
DcoA	78050000	0.19543	non-HFC
DcoA	78150000	0.06494	non-HFC
DcoA	78250000	0.08873	non-HFC
DcoA	78350000	0.10843	non-HFC
DcoA	78450000	0.30809	non-HFC
DcoA	78550000	0.11186	non-HFC
DcoA	78650000	0.06004	non-HFC
DcoA	78750000	0.33749	non-HFC
DcoA	78850000	0.09889	non-HFC
DcoA	78950000	0.23851	non-HFC
DcoA	79050000	0.13173	non-HFC
DcoA	79150000	0.10001	non-HFC
DcoA	79250000	0.20145	non-HFC
DcoA	79350000	0.13473	non-HFC
DcoA	79450000	0.1668	non-HFC
DcoA	79550000	0.18437	non-HFC
DcoA	79650000	0.1259	non-HFC
DcoA	79750000	0.14406	non-HFC
DcoA	79850000	0.13156	non-HFC
DcoA	79950000	0.11929	non-HFC
DcoA	80050000	0.10779	non-HFC
DcoA	80150000	0.27512	non-HFC
DcoA	80250000	0.16159	non-HFC
DcoA	80350000	0.13711	non-HFC
DcoA	80450000	0.12787	non-HFC
DcoA	80550000	0.1112	non-HFC
DcoA	80650000	0.09867	non-HFC
DcoA	80750000	0.19513	non-HFC
DcoA	80850000	0.13363	non-HFC
DcoA	80950000	0.15993	non-HFC
DcoA	81050000	0.23958	non-HFC
DcoA	81150000	0.1563	non-HFC
DcoA	81250000	0.12387	non-HFC
DcoA	81350000	0.11921	non-HFC
DcoA	81450000	0.11406	non-HFC
DcoA	81550000	0.08602	non-HFC
DcoA	81650000	0.10136	non-HFC
DcoA	81750000	0.30541	non-HFC
DcoA	81850000	0.34929	non-HFC
DcoA	81936122	0.6347428887812305	non-HFC
DcoB	50000	0.34711	non-HFC
DcoB	150000	0.20986	non-HFC
DcoB	250000	0.27679	non-HFC
DcoB	350000	0.22673	non-HFC
DcoB	450000	0.18836	non-HFC
DcoB	550000	0.40974	non-HFC
DcoB	650000	0.14762	non-HFC
DcoB	750000	0.12005	non-HFC
DcoB	850000	0.10964	non-HFC
DcoB	950000	0.12786	non-HFC
DcoB	1050000	0.11779	non-HFC
DcoB	1150000	0.1237	non-HFC
DcoB	1250000	0.1703	non-HFC
DcoB	1350000	0.11092	non-HFC
DcoB	1450000	0.1948	non-HFC
DcoB	1550000	0.15951	non-HFC
DcoB	1650000	0.19675	non-HFC
DcoB	1750000	0.14529	non-HFC
DcoB	1850000	0.2196	non-HFC
DcoB	1950000	0.16487	non-HFC
DcoB	2050000	0.29156	non-HFC
DcoB	2150000	0.35401803607214427	non-HFC
DcoB	2250000	0.09235	non-HFC
DcoB	2350000	0.14952	non-HFC
DcoB	2450000	0.15185	non-HFC
DcoB	2550000	0.13534	non-HFC
DcoB	2650000	0.04641	non-HFC
DcoB	2750000	0.13167	non-HFC
DcoB	2850000	0.14551	non-HFC
DcoB	2950000	0.13374	non-HFC
DcoB	3050000	0.20491	non-HFC
DcoB	3150000	0.09526	non-HFC
DcoB	3250000	0.15708	non-HFC
DcoB	3350000	0.15569	non-HFC
DcoB	3450000	0.27595	non-HFC
DcoB	3550000	0.09974	non-HFC
DcoB	3650000	0.16294	non-HFC
DcoB	3750000	0.10293	non-HFC
DcoB	3850000	0.11699	non-HFC
DcoB	3950000	0.16577	non-HFC
DcoB	4050000	0.10298	non-HFC
DcoB	4150000	0.10525	non-HFC
DcoB	4250000	0.15452	non-HFC
DcoB	4350000	0.11922	non-HFC
DcoB	4450000	0.07026	non-HFC
DcoB	4550000	0.09657	non-HFC
DcoB	4650000	0.05857	non-HFC
DcoB	4750000	0.09137	non-HFC
DcoB	4850000	0.07359	non-HFC
DcoB	4950000	0.05922	non-HFC
DcoB	5050000	0.17189	non-HFC
DcoB	5150000	0.21154	non-HFC
DcoB	5250000	0.05037	non-HFC
DcoB	5350000	0.08638	non-HFC
DcoB	5450000	0.04041	non-HFC
DcoB	5550000	0.32513	non-HFC
DcoB	5650000	0.38143	non-HFC
DcoB	5750000	0.3292	non-HFC
DcoB	5850000	0.13945	non-HFC
DcoB	5950000	0.31109	non-HFC
DcoB	6050000	0.19847	non-HFC
DcoB	6150000	0.06508	non-HFC
DcoB	6250000	0.0959	non-HFC
DcoB	6350000	0.06866	non-HFC
DcoB	6450000	0.10343	non-HFC
DcoB	6550000	0.17518	non-HFC
DcoB	6650000	0.83301	non-HFC
DcoB	6750000	0.58995	non-HFC
DcoB	6850000	0.07115	non-HFC
DcoB	6950000	0.10293	non-HFC
DcoB	7050000	0.15219	non-HFC
DcoB	7150000	0.06116	non-HFC
DcoB	7250000	0.08895	non-HFC
DcoB	7350000	0.10488	non-HFC
DcoB	7450000	0.0709	non-HFC
DcoB	7550000	0.11947	non-HFC
DcoB	7650000	0.14288	non-HFC
DcoB	7750000	0.06925	non-HFC
DcoB	7850000	0.1505	non-HFC
DcoB	7950000	0.16859	non-HFC
DcoB	8050000	0.33344689378757514	non-HFC
DcoB	8150000	0.12929	non-HFC
DcoB	8250000	0.10717	non-HFC
DcoB	8350000	0.08616	non-HFC
DcoB	8450000	0.06859	non-HFC
DcoB	8550000	0.19011	non-HFC
DcoB	8650000	0.13317	non-HFC
DcoB	8750000	0.15549	non-HFC
DcoB	8850000	0.23369	non-HFC
DcoB	8950000	0.11985	non-HFC
DcoB	9050000	0.11916	non-HFC
DcoB	9150000	0.24935	non-HFC
DcoB	9250000	0.1608	non-HFC
DcoB	9350000	0.12662	non-HFC
DcoB	9450000	0.10853	non-HFC
DcoB	9550000	0.28414	HFC
DcoB	9650000	0.04732	HFC
DcoB	9750000	0.13037	HFC
DcoB	9850000	0.09888	HFC
DcoB	9950000	0.08496	HFC
DcoB	10050000	0.08037	HFC
DcoB	10150000	0.16426	HFC
DcoB	10250000	0.21188	HFC
DcoB	10350000	0.2351	HFC
DcoB	10450000	0.03352	HFC
DcoB	10550000	0.06684	HFC
DcoB	10650000	0.11816	HFC
DcoB	10750000	0.08002	HFC
DcoB	10850000	0.07536	HFC
DcoB	10950000	0.20385	HFC
DcoB	11050000	0.03296	HFC
DcoB	11150000	0.16922	HFC
DcoB	11250000	0.04113	HFC
DcoB	11350000	0.12351	HFC
DcoB	11450000	0.04407	HFC
DcoB	11550000	0.29022	HFC
DcoB	11650000	0.10671	HFC
DcoB	11750000	0.10886	HFC
DcoB	11850000	0.07895	HFC
DcoB	11950000	0.25895	HFC
DcoB	12050000	0.0839	HFC
DcoB	12150000	0.1108	HFC
DcoB	12250000	0.16153	HFC
DcoB	12350000	0.19226	HFC
DcoB	12450000	0.3744	HFC
DcoB	12550000	0.1317	non-HFC
DcoB	12650000	0.05428	non-HFC
DcoB	12750000	0.07177	non-HFC
DcoB	12850000	0.08523	non-HFC
DcoB	12950000	0.14419	non-HFC
DcoB	13050000	0.09378	non-HFC
DcoB	13150000	0.16123	non-HFC
DcoB	13250000	0.08457	non-HFC
DcoB	13350000	0.0817	non-HFC
DcoB	13450000	0.07715	non-HFC
DcoB	13550000	0.05671	non-HFC
DcoB	13650000	0.0897	non-HFC
DcoB	13750000	0.27759	non-HFC
DcoB	13850000	0.11143	non-HFC
DcoB	13950000	0.29101	non-HFC
DcoB	14050000	0.09563	non-HFC
DcoB	14150000	0.04935	non-HFC
DcoB	14250000	0.08443	non-HFC
DcoB	14350000	0.05004	non-HFC
DcoB	14450000	0.05453	non-HFC
DcoB	14550000	0.1072	non-HFC
DcoB	14650000	0.13312	non-HFC
DcoB	14750000	0.04527	non-HFC
DcoB	14850000	0.05108	non-HFC
DcoB	14950000	0.1708	non-HFC
DcoB	15050000	0.0412	non-HFC
DcoB	15150000	0.05811	non-HFC
DcoB	15250000	0.07567	non-HFC
DcoB	15350000	0.13839	non-HFC
DcoB	15450000	0.12208	non-HFC
DcoB	15550000	0.05451	non-HFC
DcoB	15650000	0.11962	non-HFC
DcoB	15750000	0.24625250501002005	non-HFC
DcoB	15850000	0.28843	non-HFC
DcoB	15950000	0.08547	non-HFC
DcoB	16050000	0.13724	non-HFC
DcoB	16150000	0.14687	non-HFC
DcoB	16250000	0.24684	non-HFC
DcoB	16350000	0.1695	non-HFC
DcoB	16450000	0.19015	non-HFC
DcoB	16550000	0.11834	non-HFC
DcoB	16650000	0.17247	non-HFC
DcoB	16750000	0.1331	non-HFC
DcoB	16850000	0.3228	non-HFC
DcoB	16950000	0.19968	non-HFC
DcoB	17050000	0.32599	non-HFC
DcoB	17150000	0.19946	non-HFC
DcoB	17250000	0.10002	non-HFC
DcoB	17350000	0.20386	non-HFC
DcoB	17450000	0.11754	non-HFC
DcoB	17550000	0.13974	non-HFC
DcoB	17650000	0.20511	non-HFC
DcoB	17750000	0.17751	non-HFC
DcoB	17850000	0.34381	non-HFC
DcoB	17950000	0.23667	non-HFC
DcoB	18050000	0.30024	non-HFC
DcoB	18150000	0.30214	non-HFC
DcoB	18250000	0.35302	non-HFC
DcoB	18350000	0.24233	non-HFC
DcoB	18450000	0.09804	non-HFC
DcoB	18550000	0.20587	non-HFC
DcoB	18650000	0.17747	non-HFC
DcoB	18750000	0.22095	non-HFC
DcoB	18850000	0.48119	non-HFC
DcoB	18950000	0.1731563126252505	non-HFC
DcoB	19050000	0.18796	non-HFC
DcoB	19150000	0.14456	non-HFC
DcoB	19250000	0.26218	non-HFC
DcoB	19350000	0.15276	non-HFC
DcoB	19450000	0.12912	non-HFC
DcoB	19550000	0.1999	non-HFC
DcoB	19650000	0.11693	non-HFC
DcoB	19750000	0.17833	non-HFC
DcoB	19850000	0.19594	non-HFC
DcoB	19950000	0.28514	non-HFC
DcoB	20050000	0.15383	non-HFC
DcoB	20150000	0.23345	non-HFC
DcoB	20250000	0.31146	non-HFC
DcoB	20350000	0.2068	non-HFC
DcoB	20450000	0.18818	non-HFC
DcoB	20550000	0.30079	non-HFC
DcoB	20650000	0.25728	non-HFC
DcoB	20750000	0.24195	non-HFC
DcoB	20850000	0.21615	non-HFC
DcoB	20950000	0.22472	non-HFC
DcoB	21050000	0.15845	non-HFC
DcoB	21150000	0.1975	non-HFC
DcoB	21250000	0.28181	non-HFC
DcoB	21350000	0.06913	non-HFC
DcoB	21450000	0.19825	non-HFC
DcoB	21550000	0.14735	non-HFC
DcoB	21650000	0.21527	non-HFC
DcoB	21750000	0.10836	non-HFC
DcoB	21850000	0.23471	non-HFC
DcoB	21950000	0.25245	non-HFC
DcoB	22050000	0.24033	non-HFC
DcoB	22150000	0.10683	non-HFC
DcoB	22250000	0.15299	non-HFC
DcoB	22350000	0.28568	non-HFC
DcoB	22450000	0.23302	non-HFC
DcoB	22550000	0.22937	non-HFC
DcoB	22650000	0.12607	non-HFC
DcoB	22750000	0.32772	non-HFC
DcoB	22850000	0.19201	non-HFC
DcoB	22950000	0.08783	non-HFC
DcoB	23050000	0.15336	non-HFC
DcoB	23150000	0.28712	non-HFC
DcoB	23250000	0.11243	non-HFC
DcoB	23350000	0.21534	non-HFC
DcoB	23450000	0.12059	non-HFC
DcoB	23550000	0.16232	non-HFC
DcoB	23650000	0.17564	non-HFC
DcoB	23750000	0.23498	non-HFC
DcoB	23850000	0.10889	non-HFC
DcoB	23950000	0.19751	non-HFC
DcoB	24050000	0.09764	non-HFC
DcoB	24150000	0.06137	non-HFC
DcoB	24250000	0.07876	non-HFC
DcoB	24350000	0.14755	non-HFC
DcoB	24450000	0.13162	non-HFC
DcoB	24550000	0.06113	non-HFC
DcoB	24650000	0.1602	non-HFC
DcoB	24750000	0.41209	non-HFC
DcoB	24850000	0.0624	non-HFC
DcoB	24950000	0.14321	non-HFC
DcoB	25050000	0.10549	non-HFC
DcoB	25150000	0.05465	non-HFC
DcoB	25250000	0.09995	non-HFC
DcoB	25350000	0.29425	non-HFC
DcoB	25450000	0.11691	non-HFC
DcoB	25550000	0.09028	HFC
DcoB	25650000	0.04163	HFC
DcoB	25750000	0.36185	HFC
DcoB	25850000	0.03901	HFC
DcoB	25950000	0.08069	HFC
DcoB	26050000	0.06844	HFC
DcoB	26150000	0.08404	HFC
DcoB	26250000	0.04639	HFC
DcoB	26350000	0.14501	HFC
DcoB	26450000	0.02642	HFC
DcoB	26550000	0.03705	HFC
DcoB	26650000	0.10187	HFC
DcoB	26750000	0.06777	HFC
DcoB	26850000	0.12158	HFC
DcoB	26950000	0.2601	HFC
DcoB	27050000	0.33291	HFC
DcoB	27150000	0.17367	HFC
DcoB	27250000	0.17844	HFC
DcoB	27350000	0.20898	HFC
DcoB	27450000	0.0612	HFC
DcoB	27550000	0.0904	HFC
DcoB	27650000	0.05332	HFC
DcoB	27750000	0.11407	HFC
DcoB	27850000	0.07231	HFC
DcoB	27950000	0.06982	HFC
DcoB	28050000	0.07214	HFC
DcoB	28150000	0.06609	HFC
DcoB	28250000	0.08494	HFC
DcoB	28350000	0.24989	HFC
DcoB	28450000	0.0837	HFC
DcoB	28550000	0.19907	non-HFC
DcoB	28650000	0.09273	non-HFC
DcoB	28750000	0.15023	non-HFC
DcoB	28850000	0.07589	non-HFC
DcoB	28950000	0.06532	non-HFC
DcoB	29050000	0.06104	non-HFC
DcoB	29150000	0.1291	non-HFC
DcoB	29250000	0.08819	non-HFC
DcoB	29350000	0.12369	non-HFC
DcoB	29450000	0.207	non-HFC
DcoB	29550000	0.06935	non-HFC
DcoB	29650000	0.07749	non-HFC
DcoB	29750000	0.0954	non-HFC
DcoB	29850000	0.05143	non-HFC
DcoB	29950000	0.16071	non-HFC
DcoB	30050000	0.15051	non-HFC
DcoB	30150000	0.12476	non-HFC
DcoB	30250000	0.05821	non-HFC
DcoB	30350000	0.18943	non-HFC
DcoB	30450000	0.26394	non-HFC
DcoB	30550000	0.08808	non-HFC
DcoB	30650000	0.13722	non-HFC
DcoB	30750000	0.14881	non-HFC
DcoB	30850000	0.31042	non-HFC
DcoB	30950000	0.13279	non-HFC
DcoB	31050000	0.12816	non-HFC
DcoB	31150000	0.13181	non-HFC
DcoB	31250000	0.21721	non-HFC
DcoB	31350000	0.16908	non-HFC
DcoB	31450000	0.16061	non-HFC
DcoB	31550000	0.25801	non-HFC
DcoB	31650000	0.0818	non-HFC
DcoB	31750000	0.0912	non-HFC
DcoB	31850000	0.28108	non-HFC
DcoB	31950000	0.10569	non-HFC
DcoB	32050000	0.15998	non-HFC
DcoB	32150000	0.19291	non-HFC
DcoB	32250000	0.07152	non-HFC
DcoB	32350000	0.04617	non-HFC
DcoB	32450000	0.14577	non-HFC
DcoB	32550000	0.11623	non-HFC
DcoB	32650000	0.17023	non-HFC
DcoB	32750000	0.03327	non-HFC
DcoB	32850000	0.39785	non-HFC
DcoB	32950000	0.13763	non-HFC
DcoB	33050000	0.13712	non-HFC
DcoB	33150000	0.20759	non-HFC
DcoB	33250000	0.19253	non-HFC
DcoB	33350000	0.11393	non-HFC
DcoB	33450000	0.08074	non-HFC
DcoB	33550000	0.15357	non-HFC
DcoB	33650000	0.22264	non-HFC
DcoB	33750000	0.29664	non-HFC
DcoB	33850000	0.1561	non-HFC
DcoB	33950000	0.20744	non-HFC
DcoB	34050000	0.23395	non-HFC
DcoB	34150000	0.14942	non-HFC
DcoB	34250000	0.07666	non-HFC
DcoB	34350000	0.18125	non-HFC
DcoB	34450000	0.25176	non-HFC
DcoB	34550000	0.07118	non-HFC
DcoB	34650000	0.21597	non-HFC
DcoB	34750000	0.23244	non-HFC
DcoB	34850000	0.07847	non-HFC
DcoB	34950000	0.09756	non-HFC
DcoB	35050000	0.30909	non-HFC
DcoB	35150000	0.19065	non-HFC
DcoB	35250000	0.14686	non-HFC
DcoB	35350000	0.17313	non-HFC
DcoB	35450000	0.31445	non-HFC
DcoB	35550000	0.16624	non-HFC
DcoB	35650000	0.19949	non-HFC
DcoB	35750000	0.12363	non-HFC
DcoB	35850000	0.14486	non-HFC
DcoB	35950000	0.21505	non-HFC
DcoB	36050000	0.18179	non-HFC
DcoB	36150000	0.0985	non-HFC
DcoB	36250000	0.03667	non-HFC
DcoB	36350000	0.19052	non-HFC
DcoB	36450000	0.44964	non-HFC
DcoB	36550000	0.10534	non-HFC
DcoB	36650000	0.23112	non-HFC
DcoB	36750000	0.1291	non-HFC
DcoB	36850000	0.24916	non-HFC
DcoB	36950000	0.18689	non-HFC
DcoB	37050000	0.16238	non-HFC
DcoB	37150000	0.23129	non-HFC
DcoB	37250000	0.21305	non-HFC
DcoB	37350000	0.16989	non-HFC
DcoB	37450000	0.15157	non-HFC
DcoB	37550000	0.06052	non-HFC
DcoB	37650000	0.28398	non-HFC
DcoB	37750000	0.12122	non-HFC
DcoB	37850000	0.40839	non-HFC
DcoB	37950000	0.18828	non-HFC
DcoB	38050000	0.09859	non-HFC
DcoB	38150000	0.19781	non-HFC
DcoB	38250000	0.14297	non-HFC
DcoB	38350000	0.1308	non-HFC
DcoB	38450000	0.06147	non-HFC
DcoB	38550000	0.16806	non-HFC
DcoB	38650000	0.12859	non-HFC
DcoB	38750000	0.04808	non-HFC
DcoB	38850000	0.20614	non-HFC
DcoB	38950000	0.10894	non-HFC
DcoB	39050000	0.16974	HFC
DcoB	39150000	0.4643	HFC
DcoB	39250000	0.58336	HFC
DcoB	39350000	0.07487	HFC
DcoB	39450000	0.04882	HFC
DcoB	39550000	0.15296	HFC
DcoB	39650000	0.47733	HFC
DcoB	39750000	0.09141	HFC
DcoB	39850000	0.29375	HFC
DcoB	39950000	0.07219	HFC
DcoB	40050000	0.09937	HFC
DcoB	40150000	0.03514	HFC
DcoB	40250000	0.15859	HFC
DcoB	40350000	0.05618	HFC
DcoB	40450000	0.22818	HFC
DcoB	40550000	0.10107	HFC
DcoB	40650000	0.13218	HFC
DcoB	40750000	0.17085	HFC
DcoB	40850000	0.22451	HFC
DcoB	40950000	0.25089	HFC
DcoB	41050000	0.05038	HFC
DcoB	41150000	0.15631	HFC
DcoB	41250000	0.0714	HFC
DcoB	41350000	0.16475	HFC
DcoB	41450000	0.078	HFC
DcoB	41550000	0.36243	HFC
DcoB	41650000	0.12937	HFC
DcoB	41750000	0.05603	HFC
DcoB	41850000	0.10256	HFC
DcoB	41950000	0.1151	HFC
DcoB	42050000	0.28049	non-HFC
DcoB	42150000	0.04217	non-HFC
DcoB	42250000	0.23565	non-HFC
DcoB	42350000	0.06784	non-HFC
DcoB	42450000	0.26384	non-HFC
DcoB	42550000	0.13613	non-HFC
DcoB	42650000	0.07177	non-HFC
DcoB	42750000	0.08465	non-HFC
DcoB	42850000	0.09157	non-HFC
DcoB	42950000	0.07904	non-HFC
DcoB	43050000	0.1976	non-HFC
DcoB	43150000	0.16318	non-HFC
DcoB	43250000	0.11365	non-HFC
DcoB	43350000	0.3328	non-HFC
DcoB	43450000	0.25989	non-HFC
DcoB	43550000	0.14131	non-HFC
DcoB	43650000	0.14515	non-HFC
DcoB	43750000	0.25257	non-HFC
DcoB	43850000	0.09002	non-HFC
DcoB	43950000	0.10728	non-HFC
DcoB	44050000	0.19783	non-HFC
DcoB	44150000	0.0932	non-HFC
DcoB	44250000	0.11139	non-HFC
DcoB	44350000	0.10148	non-HFC
DcoB	44450000	0.15845	non-HFC
DcoB	44550000	0.16082	non-HFC
DcoB	44650000	0.13576	non-HFC
DcoB	44750000	0.11055	non-HFC
DcoB	44850000	0.15557	non-HFC
DcoB	44950000	0.04436	non-HFC
DcoB	45050000	0.04151	non-HFC
DcoB	45150000	0.15326	non-HFC
DcoB	45250000	0.10249	non-HFC
DcoB	45350000	0.13155	non-HFC
DcoB	45450000	0.10043	non-HFC
DcoB	45550000	0.09387	non-HFC
DcoB	45650000	0.14822	non-HFC
DcoB	45750000	0.12302	non-HFC
DcoB	45850000	0.17008	non-HFC
DcoB	45950000	0.08509	non-HFC
DcoB	46050000	0.32972	non-HFC
DcoB	46150000	0.16307	non-HFC
DcoB	46250000	0.0609	non-HFC
DcoB	46350000	0.16738	non-HFC
DcoB	46450000	0.10895	non-HFC
DcoB	46550000	0.03661	non-HFC
DcoB	46650000	0.17753	non-HFC
DcoB	46750000	0.07333	non-HFC
DcoB	46850000	0.22576	non-HFC
DcoB	46950000	0.11828	non-HFC
DcoB	47050000	0.44233	non-HFC
DcoB	47150000	0.2943	non-HFC
DcoB	47250000	0.16797	non-HFC
DcoB	47350000	0.13405	non-HFC
DcoB	47450000	0.05075	non-HFC
DcoB	47550000	0.19598	non-HFC
DcoB	47650000	0.33497	non-HFC
DcoB	47750000	0.21096	HFC
DcoB	47850000	0.06124	HFC
DcoB	47950000	0.07046	HFC
DcoB	48050000	0.0614	HFC
DcoB	48150000	0.11545	HFC
DcoB	48250000	0.12154	HFC
DcoB	48350000	0.29867	HFC
DcoB	48450000	0.57301	HFC
DcoB	48550000	0.08947	HFC
DcoB	48650000	0.10628	HFC
DcoB	48750000	0.0615	HFC
DcoB	48850000	0.04946	HFC
DcoB	48950000	0.16685	HFC
DcoB	49050000	0.06814	HFC
DcoB	49150000	0.1207	HFC
DcoB	49250000	0.08522	HFC
DcoB	49350000	0.14014	HFC
DcoB	49450000	0.11041	HFC
DcoB	49550000	0.46241	HFC
DcoB	49650000	0.23284	HFC
DcoB	49750000	0.08401	HFC
DcoB	49850000	0.10519	HFC
DcoB	49950000	0.07164	HFC
DcoB	50050000	0.04077	HFC
DcoB	50150000	0.09838	HFC
DcoB	50250000	0.11762	HFC
DcoB	50350000	0.13381	HFC
DcoB	50450000	0.03314	HFC
DcoB	50550000	0.10528	HFC
DcoB	50650000	0.11481	HFC
DcoB	50750000	0.04629	HFC
DcoB	50850000	0.16567	non-HFC
DcoB	50950000	0.14782	non-HFC
DcoB	51050000	0.20121	non-HFC
DcoB	51150000	0.15036	non-HFC
DcoB	51250000	0.07483	non-HFC
DcoB	51350000	0.15902	non-HFC
DcoB	51450000	0.07393	non-HFC
DcoB	51550000	0.11309	non-HFC
DcoB	51650000	0.19447	non-HFC
DcoB	51750000	0.11891	non-HFC
DcoB	51850000	0.16754	non-HFC
DcoB	51950000	0.15598	non-HFC
DcoB	52050000	0.09446	non-HFC
DcoB	52150000	0.153	non-HFC
DcoB	52250000	0.07021	non-HFC
DcoB	52350000	0.07289	non-HFC
DcoB	52450000	0.33446	non-HFC
DcoB	52550000	0.18362	non-HFC
DcoB	52650000	0.04736	non-HFC
DcoB	52750000	0.09542	non-HFC
DcoB	52850000	0.1661	non-HFC
DcoB	52950000	0.13679	non-HFC
DcoB	53050000	0.18615	non-HFC
DcoB	53150000	0.06357	non-HFC
DcoB	53250000	0.11408	non-HFC
DcoB	53350000	0.14591	non-HFC
DcoB	53450000	0.19854	non-HFC
DcoB	53550000	0.1165	non-HFC
DcoB	53650000	0.04916	non-HFC
DcoB	53750000	0.13002	non-HFC
DcoB	53850000	0.16158	non-HFC
DcoB	53950000	0.17813	non-HFC
DcoB	54050000	0.15319	non-HFC
DcoB	54150000	0.10291	non-HFC
DcoB	54250000	0.22421	non-HFC
DcoB	54350000	0.1408	non-HFC
DcoB	54450000	0.19293	non-HFC
DcoB	54550000	0.38165	non-HFC
DcoB	54650000	0.16556	non-HFC
DcoB	54750000	0.33864	non-HFC
DcoB	54850000	0.08498	non-HFC
DcoB	54950000	0.31142	non-HFC
DcoB	55050000	0.29414	non-HFC
DcoB	55150000	0.08184	non-HFC
DcoB	55250000	0.08517	non-HFC
DcoB	55350000	0.21014	non-HFC
DcoB	55450000	0.25392	non-HFC
DcoB	55550000	0.17038	non-HFC
DcoB	55650000	0.07455	non-HFC
DcoB	55750000	0.13298	non-HFC
DcoB	55850000	0.28818	non-HFC
DcoB	55950000	0.15843	non-HFC
DcoB	56050000	0.28416	non-HFC
DcoB	56150000	0.18905	non-HFC
DcoB	56250000	0.16793	non-HFC
DcoB	56350000	0.30551	non-HFC
DcoB	56450000	0.20342	non-HFC
DcoB	56550000	0.15286	non-HFC
DcoB	56650000	0.27655	non-HFC
DcoB	56750000	0.17113	non-HFC
DcoB	56850000	0.08867	non-HFC
DcoB	56950000	0.17631	non-HFC
DcoB	57050000	0.08978	non-HFC
DcoB	57150000	0.11167	non-HFC
DcoB	57250000	0.11577	non-HFC
DcoB	57350000	0.36755	non-HFC
DcoB	57450000	0.26789	non-HFC
DcoB	57550000	0.21081	non-HFC
DcoB	57650000	0.25193	non-HFC
DcoB	57750000	0.26092	non-HFC
DcoB	57850000	0.12642	non-HFC
DcoB	57950000	0.12892	non-HFC
DcoB	58050000	0.15884	non-HFC
DcoB	58150000	0.09463	non-HFC
DcoB	58250000	0.19258	non-HFC
DcoB	58350000	0.31447	non-HFC
DcoB	58450000	0.07696	non-HFC
DcoB	58550000	0.35148	non-HFC
DcoB	58650000	0.15902	non-HFC
DcoB	58750000	0.15745	non-HFC
DcoB	58850000	0.17401	non-HFC
DcoB	58950000	0.14458	non-HFC
DcoB	59050000	0.13198	non-HFC
DcoB	59150000	0.16233	non-HFC
DcoB	59250000	0.117	non-HFC
DcoB	59350000	0.17403	non-HFC
DcoB	59450000	0.226	non-HFC
DcoB	59550000	0.1302	non-HFC
DcoB	59650000	0.12024	non-HFC
DcoB	59750000	0.08592	non-HFC
DcoB	59850000	0.17449	non-HFC
DcoB	59950000	0.10868	non-HFC
DcoB	60050000	0.54931	non-HFC
DcoB	60150000	0.17535	non-HFC
