scaffold_position	Unspecified	Simple_repeat	sum
73250000	0.09792	0.01237	0.11029
73350000	0.0463	0.00717	0.05347
73450000	0.0394	0.00999	0.04939
73550000	0.05565	0.01564	0.07129
73650000	0.06796	0.00786	0.07582
73750000	0.06213	0.00617	0.0683
73850000	0.16772	0.00621	0.17393
73950000	0.0279	0.00463	0.03253
74050000	0.21116	0.00546	0.21662
74150000	0.30333	0.00469	0.30802
74250000	0.04203	0.00901	0.05104
74350000	0.08302	0.00952	0.09254
74450000	0.04811	0.00719	0.0553
74550000	0.06494	0.0126	0.07754
74650000	0.12271	0.01055	0.13326
74750000	0.02638	0.01499	0.04137
74850000	0.07824	0.02028	0.09852
74950000	0.22124	0.01085	0.23209
75050000	0.13908	0.01853	0.15761
75150000	0.15332	0.0139	0.16722
75250000	0.18551	0.02508	0.21059
75350000	0.11979	0.01247	0.13226
75450000	0.0847	0.01036	0.09506
75550000	0.12627	0.01744	0.14371
75650000	0.05897	0.00945	0.06842
75750000	0.16366	0.00787	0.17153
75850000	0.14982	0.00709	0.15691
75950000	0.04024	0.01129	0.05153
76050000	0.0549	0.01723	0.07213
76150000	0.08917	0.01776	0.10693
76250000	0.08591	0.01221	0.09812
76350000	0.16193	0.01261	0.17454
76450000	0.08491	0.01836	0.10327
76550000	0.11579	0.01565	0.13144
76650000	0.02768	0.01185	0.03953
76750000	0.08071	0.01083	0.09154
76850000	0.10477	0.01312	0.11789
76950000	0.11879	0.00899	0.12778
77050000	0.17291	0.00601	0.17892
77150000	0.0163	0.01284	0.02914
77250000	0.26673	0.01267	0.2794
77350000	0.05654	0.01712	0.07366
77450000	0.08151	0.01285	0.09436
77550000	0.15935	0.00982	0.16917
77650000	0.08322	0.01016	0.09338
77750000	0.16744	0.0058	0.17324
77850000	0.04154	0.01175	0.05329
77950000	0.11088	0.01048	0.12136
78050000	0.05409	0.0089	0.06299
78150000	0.17829	0.00622	0.18451
78250000	0.08913	0.009	0.09813
78350000	0.34082	0.00461	0.34543
78450000	0.08023	0.00882	0.08905
78550000	0.33016	0.00654	0.3367
78650000	0.08475	0.00805	0.0928
78750000	0.18627	0.00464	0.19091
78850000	0.02047	0.01086	0.03133
78950000	0.30859	0.00374	0.31233
79050000	0.14749	0.00546	0.15295
79150000	0.26112	0.00416	0.26528
79250000	0.21744	0.00387	0.22131
79350000	0.45427	0.00376	0.45803
79450000	0.06981	0.00839	0.0782
79550000	0.14974	0.00811	0.15785
79650000	0.22709	0.00717	0.23426
79750000	0.16419	0.00986	0.17405
79850000	0.10855	0.00409	0.11264
79950000	0.14754	0.00588	0.15342
80050000	0.15871	0.00775	0.16646
80150000	0.20267	0.00935	0.21202
80250000	0.21658	0.00498	0.22156
80350000	0.21109	0.00658	0.21767
80450000	0.10743	0.00682	0.11425
80550000	0.06312	0.00617	0.06929
80650000	0.24205	0.00911	0.25116
80750000	0.1356	0.01097	0.14657
80850000	0.14789	0.01395	0.16184
80950000	0.11031	0.01208	0.12239
81050000	0.08803	0.00834	0.09637
81150000	0.1977	0.01463	0.21233
81250000	0.10914	0.01109	0.12023
81350000	0.26505	0.00926	0.27431
81450000	0.37852	0.0048	0.38332
81550000	0.13946	0.0131	0.15256
81650000	0.33503	0.01032	0.34535
81750000	0.15442	0.009	0.16342
81850000	0.11329	0.00581	0.1191
81950000	0.08143	0.00949	0.09092
82050000	0.26988	0.00526	0.27514
82150000	0.13859	0.00684	0.14543
82250000	0.13694	0.00792	0.14486
82350000	0.26913	0.01256	0.28169
82450000	0.17571	0.0051	0.18081
82550000	0.32234	0.00613	0.32847
82650000	0.13826	0.00738	0.14564
82750000	0.21214	0.00997	0.22211
82850000	0.3019	0.00715	0.30905
82950000	0.02734	0.01064	0.03798
83050000	0.06574	0.00822	0.07396
83150000	0.18853	0.00786	0.19639
83250000	0.01397	0.01433	0.0283
83350000	0.1874	0.01064	0.19804
83450000	0.11497	0.00948	0.12445
83550000	0.2179	0.00544	0.22334
83650000	0.17755	0.00948	0.18703
83750000	0.06152	0.00754	0.06906
83850000	0.31849	0.01016	0.32865
83950000	0.14027	0.01047	0.15074
84050000	0.41584	0.007	0.42284
84150000	0.1327	0.01266	0.14536
84250000	0.17528	0.01225	0.18753
84350000	0.39308	0.00799	0.40107
84450000	0.04393	0.01058	0.05451
84550000	0.4193	0.00252	0.42182
84650000	0.20206	0.00462	0.20668
84750000	0.09256	0.01359	0.10615
84850000	0.08397	0.01104	0.09501
84950000	0.21806	0.01424	0.2323
85050000	0.13144	0.01583	0.14727
85150000	0.21219	0.01438	0.22657
85250000	0.14377	0.00997	0.15374
85350000	0.31261	0.00649	0.3191
85450000	0.15442	0.01035	0.16477
85550000	0.08663	0.01439	0.10102
85650000	0.07775	0.01232	0.09007
85750000	0.12925	0.00951	0.13876
85850000	0.09303	0.00564	0.09867
85950000	0.26376	0.00813	0.27189
86050000	0.16762	0.01112	0.17874
86150000	0.13438	0.0061	0.14048
86250000	0.12764	0.00991	0.13755
86350000	0.10087	0.01282	0.11369
86450000	0.0861	0.01173	0.09783
86550000	0.24298	0.00867	0.25165
86650000	0.08949	0.00972	0.09921
86750000	0.2096	0.00929	0.21889
86850000	0.33996	0.00619	0.34615
86950000	0.07928	0.0094	0.08868
87050000	0.2049	0.01746	0.22236
87150000	0.12544	0.01129	0.13673
87250000	0.12209	0.01038	0.13247
87350000	0.14954	0.01194	0.16148
87450000	0.04876	0.01487	0.06363
87550000	0.22394	0.00612	0.23006
87650000	0.49921	0.00313	0.50234
87708852	1.0	0.0	1.0
