scaffold_position	Simple_repeat	Unspecified	sum
72950000	0.0075	0.05276	0.06026
73050000	0.00374	0.07737	0.08111
73150000	0.00629	0.0656	0.07189
73250000	0.0063	0.15629	0.16259
73350000	0.00711	0.07079	0.0779
73450000	0.00846	0.16599	0.17445
73550000	0.01137	0.03831	0.04968
73650000	0.01041	0.17698	0.18739
73750000	0.01051	0.13818	0.14869
73850000	0.00983	0.12952	0.13935
73950000	0.01221	0.06152	0.07373
74050000	0.01142	0.1217	0.13312
74150000	0.0096	0.03709	0.04669
74250000	0.00861	0.05514	0.06375
74350000	0.01076	0.02584	0.0366
74450000	0.00701	0.0954	0.10241
74550000	0.00855	0.07938	0.08793
74650000	0.0067	0.1294	0.1361
74750000	0.00654	0.01838	0.02492
74850000	0.00638	0.13843	0.14481
74950000	0.0033	0.25498	0.25828
75050000	0.00786	0.03737	0.04523
75150000	0.01179	0.07557	0.08736
75250000	0.01102	0.05121	0.06223
75350000	0.01348	0.10526	0.11874
75450000	0.00964	0.10453	0.11417
75550000	0.01626	0.03173	0.04799
75650000	0.01373	0.08041	0.09414
75750000	0.02053	0.13068	0.15121
75850000	0.01745	0.28373	0.30118
75950000	0.01487	0.2059	0.22077
76050000	0.02753	0.18139	0.20892
76150000	0.01254	0.15588	0.16842
76250000	0.01229	0.15946	0.17175
76350000	0.01268	0.14027	0.15295
76450000	0.01068	0.08763	0.09831
76550000	0.00781	0.08883	0.09664
76650000	0.00567	0.1407	0.14637
76750000	0.00694	0.14487	0.15181
76850000	0.01386	0.08091	0.09477
76950000	0.02218	0.0507	0.07288
77050000	0.01356	0.03453	0.04809
77150000	0.0102	0.12753	0.13773
77250000	0.01188	0.14203	0.15391
77350000	0.01681	0.17115	0.18796
77450000	0.01629	0.10256	0.11885
77550000	0.0086	0.06643	0.07503
77650000	0.01058	0.06996	0.08054
77750000	0.00986	0.11907	0.12893
77850000	0.00514	0.23684	0.24198
77950000	0.00511	0.24615	0.25126
78050000	0.01064	0.02191	0.03255
78150000	0.01062	0.16875	0.17937
78250000	0.01725	0.06355	0.0808
78350000	0.01121	0.09434	0.10555
78450000	0.00726	0.11622	0.12348
78550000	0.01093	0.10872	0.11965
78650000	0.00294	0.14787	0.15081
78750000	0.00855	0.1061	0.11465
78850000	0.01435	0.08139	0.09574
78950000	0.00918	0.08561	0.09479
79050000	0.00696	0.16214	0.1691
79150000	0.00901	0.11194	0.12095
79250000	0.00385	0.15052	0.15437
79350000	0.00859	0.05514	0.06373
79450000	0.00397	0.31123	0.3152
79550000	0.00569	0.18138	0.18707
79650000	0.00579	0.10732	0.11311
79750000	0.01214	0.01666	0.0288
79850000	0.00636	0.21875	0.22511
79950000	0.00547	0.09344	0.09891
80050000	0.00196	0.61402	0.61598
80150000	0.00561	0.13898	0.14459
80250000	0.00525	0.38862	0.39387
80350000	0.00431	0.29712	0.30143
80450000	0.0088	0.04202	0.05082
80550000	0.00859	0.19818	0.20677
80650000	0.00715	0.24719	0.25434
80750000	0.01071	0.18695	0.19766
80850000	0.00776	0.29775	0.30551
80950000	0.00386	0.20404	0.2079
81050000	0.00653	0.17289	0.17942
81150000	0.00974	0.1352	0.14494
81250000	0.00582	0.17709	0.18291
81350000	0.00531	0.1442	0.14951
81450000	0.00712	0.06902	0.07614
81550000	0.00697	0.07003	0.077
81650000	0.00782	0.1622	0.17002
81750000	0.01113	0.14357	0.1547
81850000	0.01357	0.17135	0.18492
81950000	0.01467	0.079	0.09367
82050000	0.00773	0.08882	0.09655
82150000	0.01276	0.12851	0.14127
82250000	0.01202	0.18347	0.19549
82350000	0.01045	0.08992	0.10037
82450000	0.006973947895791584	0.2904609218436874	0.29743486973947897
82550000	0.01504	0.11882	0.13386
82650000	0.01534	0.07482	0.09016
82750000	0.00917	0.14972	0.15889
82850000	0.00731	0.16686	0.17417
82950000	0.01148	0.07738	0.08886
83050000	0.00561	0.21578	0.22139
83150000	0.00565	0.10416	0.10981
83250000	0.006933867735470942	0.08008016032064129	0.08701402805611222
83350000	0.01143	0.03722	0.04865
83450000	0.00832	0.04941	0.05773
83550000	0.01093	0.1411	0.15203
83650000	0.01161	0.01417	0.02578
83750000	0.01021	0.14843	0.15864
83850000	0.00647	0.21152	0.21799
83950000	0.01166	0.27448	0.28614
84050000	0.00623	0.18349	0.18972
84150000	0.01023	0.06216	0.07239
84250000	0.01639	0.20809	0.22448
84350000	0.00902	0.22131	0.23033
84450000	0.006	0.26432	0.27032
84550000	0.01015	0.18705	0.1972
84650000	0.01174	0.06385	0.07559
84750000	0.00955	0.15015	0.1597
84850000	0.00594	0.08435	0.09029
84950000	0.00747	0.31114	0.31861
85050000	0.01191	0.08788	0.09979
85150000	0.01395	0.20599	0.21994
85250000	0.01242	0.12249	0.13491
85350000	0.01256	0.22498	0.23754
85450000	0.01127	0.20667	0.21794
85550000	0.01604	0.08151	0.09755
85650000	0.00672	0.27712	0.28384
85750000	0.0115	0.18571	0.19721
85850000	0.01212	0.11129	0.12341
85950000	0.00734	0.04753	0.05487
86050000	0.00711	0.21107	0.21818
86150000	0.01048	0.13319	0.14367
86250000	0.00564	0.12431	0.12995
86350000	0.00705	0.28915	0.2962
86450000	0.00768	0.28455	0.29223
86550000	0.01606	0.18286	0.19892
86650000	0.00861	0.07165	0.08026
86750000	0.00937	0.13674	0.14611
86850000	0.01351	0.11089	0.1244
86950000	0.00792	0.19449	0.20241
87050000	0.00966	0.23467	0.24433
87150000	0.00783	0.12473	0.13256
87250000	0.0091	0.13901	0.14811
87350000	0.00768	0.33208	0.33976
87450000	0.01088	0.09167	0.10255
87550000	0.0143	0.0985	0.1128
87650000	0.01184	0.16539	0.17723
87750000	0.01226	0.08049	0.09275
87850000	0.01485	0.08983	0.10468
87950000	0.0089	0.05334	0.06224
88050000	0.00683	0.39267	0.3995
88150000	0.00634	0.38981	0.39615
88250000	0.00571	0.53657	0.54228
88350000	0.00447	0.4902	0.49467
88450000	0.00553	0.52906	0.53459
88550000	0.00207	0.60709	0.60916
88650000	0.00361	0.76945	0.77306
88701591	0.0	1.0	1.0
