scaffold_position	Simple_repeat	Unspecified	sum
72850000	0.00853	0.22067	0.2292
72950000	0.0117	0.2283	0.24
73050000	0.01204	0.10494	0.11698
73150000	0.02017	0.10879	0.12896
73250000	0.01062	0.04769	0.05831
73350000	0.00573	0.08156	0.08729
73450000	0.01685	0.12971	0.14656
73550000	0.00988	0.06139	0.07127
73650000	0.00589	0.10463	0.11052
73750000	0.00762	0.10939	0.11701
73850000	0.00992	0.05736	0.06728
73950000	0.02113	0.01473	0.03586
74050000	0.00919	0.04571	0.0549
74150000	0.01053	0.09242	0.10295
74250000	0.00936	0.13046	0.13982
74350000	0.01206	0.12403	0.13609
74450000	0.01461	0.08735	0.10196
74550000	0.00936	0.03476	0.04412
74650000	0.01001	0.05445	0.06446
74750000	0.01179	0.07889	0.09068
74850000	0.00536	0.21999	0.22535
74950000	0.00709	0.03731	0.0444
75050000	0.01147	0.05032	0.06179
75150000	0.00778	0.0904	0.09818
75250000	0.01074	0.18476	0.1955
75350000	0.01	0.1086	0.1186
75450000	0.0057	0.09133	0.09703
75550000	0.00846	0.07179	0.08025
75650000	0.00986	0.04732	0.05718
75750000	0.0065	0.1394	0.1459
75850000	0.00995	0.07851	0.08846
75950000	0.00412	0.14629	0.15041
76050000	0.00461	0.10133	0.10594
76150000	0.00327	0.19525	0.19852
76250000	0.01028	0.05933	0.06961
76350000	0.00265	0.25319	0.25584
76450000	0.00528	0.10672	0.112
76550000	0.00834	0.03367	0.04201
76650000	0.00544	0.1112	0.11664
76750000	0.00589	0.09194	0.09783
76850000	0.00238	0.27786	0.28024
76950000	0.00382	0.06889	0.07271
77050000	0.00341	0.42575	0.42916
77150000	0.0047	0.04791	0.05261
77250000	0.00683	0.1233	0.13013
77350000	0.0077	0.13139	0.13909
77450000	0.00991	0.06455	0.07446
77550000	0.0047	0.19765	0.20235
77650000	0.00382	0.13733	0.14115
77750000	0.00466	0.11147	0.11613
77850000	0.00503	0.38672	0.39175
77950000	0.00585	0.10201	0.10786
78050000	0.00663	0.04984	0.05647
78150000	0.00659	0.04688	0.05347
78250000	0.01041	0.19928	0.20969
78350000	0.00754	0.13149	0.13903
78450000	0.01264	0.12154	0.13418
78550000	0.01094	0.09049	0.10143
78650000	0.00943	0.17009	0.17952
78750000	0.01281	0.15938	0.17219
78850000	0.01094	0.13727	0.14821
78950000	0.00858	0.2026	0.21118
79050000	0.00784	0.22837	0.23621
79150000	0.01198	0.10555	0.11753
79250000	0.01216	0.16063	0.17279
79350000	0.00732	0.11115	0.11847
79450000	0.00792	0.14701	0.15493
79550000	0.01233	0.14854	0.16087
79650000	0.00634	0.107	0.11334
79750000	0.0075	0.08023	0.08773
79850000	0.00905	0.15892	0.16797
79950000	0.00669	0.13902	0.14571
80050000	0.00881	0.14128	0.15009
80150000	0.01195	0.08093	0.09288
80250000	0.00498	0.26362	0.2686
80350000	0.01239	0.1023	0.11469
80450000	0.01021	0.05748	0.06769
80550000	0.01168	0.12711	0.13879
80650000	0.01017	0.0625	0.07267
80750000	0.01429	0.05454	0.06883
80850000	0.01116	0.05143	0.06259
80950000	0.00639	0.34172	0.34811
81050000	0.00708	0.09792	0.105
81150000	0.01019	0.04251	0.0527
81250000	0.0098	0.07823	0.08803
81350000	0.00752	0.25765	0.26517
81450000	0.00986	0.08846	0.09832
81550000	0.00993	0.07703	0.08696
81650000	0.00459	0.21836	0.22295
81750000	0.0122	0.05039	0.06259
81850000	0.00415	0.34876	0.35291
81950000	0.00778	0.06812	0.0759
82050000	0.01156	0.11269	0.12425
82150000	0.01298	0.09834	0.11132
82250000	0.01191	0.2139	0.22581
82350000	0.01076	0.11577	0.12653
82450000	0.01442	0.09128	0.1057
82550000	0.0073	0.21014	0.21744
82650000	0.01112	0.10199	0.11311
82750000	0.01152	0.13544	0.14696
82850000	0.00858	0.16196	0.17054
82950000	0.00652	0.13072	0.13724
83050000	0.00944	0.07318	0.08262
83150000	0.00397	0.21809	0.22206
83250000	0.01271	0.16987	0.18258
83350000	0.00567	0.16913	0.1748
83450000	0.00766	0.13327	0.14093
83550000	0.01154	0.08914	0.10068
83650000	0.0121	0.09107	0.10317
83750000	0.01139	0.14821	0.1596
83850000	0.00774	0.10628	0.11402
83950000	0.00729	0.17845	0.18574
84050000	0.00648	0.20256	0.20904
84150000	0.01161	0.07579	0.0874
84250000	0.01201	0.11378	0.12579
84350000	0.01125	0.12005	0.1313
84450000	0.01119	0.06438	0.07557
84550000	0.01471	0.06195	0.07666
84650000	0.00851	0.06702	0.07553
84750000	0.01154	0.27659	0.28813
84850000	0.00655	0.30466	0.31121
84950000	0.0011	0.42397	0.42507
85050000	0.00135	0.80594	0.80729
85101575	0.0	1.0	1.0
