scaffold_position	Unspecified	Simple_repeat	sum
72250000	0.04853	0.01024	0.05877
72350000	0.09972	0.01218	0.1119
72450000	0.09199	0.01478	0.10677
72550000	0.08054	0.00924	0.08978
72650000	0.10056	0.00639	0.10695
72750000	0.05385	0.00764	0.06149
72850000	0.05422	0.00874	0.06296
72950000	0.09933	0.00736	0.10669
73050000	0.0869	0.00818	0.09508
73150000	0.09905	0.0038	0.10285
73250000	0.15449	0.00618	0.16067
73350000	0.17154	0.00407	0.17561
73450000	0.07242	0.01017	0.08259
73550000	0.144	0.00367	0.14767
73650000	0.08314	0.00387	0.08701
73750000	0.02786	0.01017	0.03803
73850000	0.11663	0.00718	0.12381
73950000	0.13552	0.00606	0.14158
74050000	0.20482	0.0043	0.20912
74150000	0.18577	0.00312	0.18889
74250000	0.38138	0.00346	0.38484
74350000	0.07121	0.00787	0.07908
74450000	0.13663	0.00545	0.14208
74550000	0.24416	0.005	0.24916
74650000	0.12982	0.00708	0.1369
74750000	0.11739	0.00496	0.12235
74850000	0.17216	0.00405	0.17621
74950000	0.14733	0.0069	0.15423
75050000	0.19291	0.00584	0.19875
75150000	0.06705	0.00918	0.07623
75250000	0.05261	0.00128	0.05389
75350000	0.09737	0.00716	0.10453
75450000	0.08339	0.01182	0.09521
75550000	0.14769	0.0137	0.16139
75650000	0.14808	0.00705	0.15513
75750000	0.47773	0.00528	0.48301
75850000	0.16084	0.00782	0.16866
75950000	0.11137	0.01237	0.12374
76050000	0.03163	0.01042	0.04205
76150000	0.36167	0.00648	0.36815
76250000	0.07624	0.01123	0.08747
76350000	0.11763	0.01337	0.131
76450000	0.11008	0.01026	0.12034
76550000	0.11194	0.00655	0.11849
76650000	0.06385	0.01174	0.07559
76750000	0.17807	0.00555	0.18362
76850000	0.1753	0.00717	0.18247
76950000	0.1282	0.01123	0.13943
77050000	0.15096	0.00886	0.15982
77150000	0.14521	0.007	0.15221
77250000	0.10254	0.00734	0.10988
77350000	0.13758	0.00766	0.14524
77450000	0.05715	0.01006	0.06721
77550000	0.08868	0.01022	0.0989
77650000	0.06387	0.01048	0.07435
77750000	0.04148	0.00927	0.05075
77850000	0.05854	0.01245	0.07099
77950000	0.11959	0.01124	0.13083
78050000	0.18714	0.00829	0.19543
78150000	0.05729	0.00765	0.06494
78250000	0.07659	0.01214	0.08873
78350000	0.09781	0.01062	0.10843
78450000	0.30194	0.00615	0.30809
78550000	0.10343	0.00843	0.11186
78650000	0.0503	0.00974	0.06004
78750000	0.33263	0.00486	0.33749
78850000	0.08672	0.01217	0.09889
78950000	0.23317	0.00534	0.23851
79050000	0.12301	0.00872	0.13173
79150000	0.08777	0.01224	0.10001
79250000	0.19148	0.00997	0.20145
79350000	0.12396	0.01077	0.13473
79450000	0.15467	0.01213	0.1668
79550000	0.1786	0.00577	0.18437
79650000	0.11212	0.01378	0.1259
79750000	0.13257	0.01149	0.14406
79850000	0.1254	0.00616	0.13156
79950000	0.11036	0.00893	0.11929
80050000	0.0985	0.00929	0.10779
80150000	0.26808	0.00704	0.27512
80250000	0.15063	0.01096	0.16159
80350000	0.1318	0.00531	0.13711
80450000	0.12162	0.00625	0.12787
80550000	0.09836	0.01284	0.1112
80650000	0.09006	0.00861	0.09867
80750000	0.18507	0.01006	0.19513
80850000	0.1224	0.01123	0.13363
80950000	0.1523	0.00763	0.15993
81050000	0.23281	0.00677	0.23958
81150000	0.14503	0.01127	0.1563
81250000	0.11262	0.01125	0.12387
81350000	0.10658	0.01263	0.11921
81450000	0.10735	0.00671	0.11406
81550000	0.07097	0.01505	0.08602
81650000	0.08977	0.01159	0.10136
81750000	0.30071	0.0047	0.30541
81850000	0.34434	0.00495	0.34929
81936122	0.6309917641359264	0.003751124645304173	0.6347428887812305
