scaffold	coordinate	Simple_repeat	Unspecified	sum
ChrX	19950000	0.01036	0.38311	0.39347
ChrX	20050000	0.00956	0.24596	0.25552
ChrX	20150000	0.00857	0.13855	0.14712
ChrX	20250000	0.01291	0.0861	0.09901
ChrX	20350000	0.01436	0.06717	0.08153
ChrX	20450000	0.00843	0.15109	0.15952
ChrX	20550000	0.01743	0.2074	0.22483
ChrX	20650000	0.01177	0.07714	0.08891
ChrX	20750000	0.01064	0.21784	0.22848
ChrX	20850000	0.00821	0.19595	0.20416
ChrX	20950000	0.00798	0.25136	0.25934
ChrX	21050000	0.00881	0.11463	0.12344
ChrX	21150000	0.01247	0.12874	0.14121
ChrX	21250000	0.02213	0.10014	0.12227
ChrX	21350000	0.01413	0.12607	0.1402
ChrX	21450000	0.01466	0.09492	0.10958
ChrX	21550000	0.01343	0.11311	0.12654
ChrX	21650000	0.011	0.21158	0.22258
ChrX	21750000	0.00787	0.16877	0.17664
ChrX	21850000	0.00861	0.25009	0.2587
ChrX	21950000	0.02386	0.08611	0.10997
ChrX	22050000	0.01617	0.08742	0.10359
ChrX	22150000	0.01957	0.07995	0.09952
ChrX	22250000	0.02558	0.04666	0.07224
ChrX	22350000	0.0162	0.04569	0.06189
ChrX	22450000	0.00647	0.17728	0.18375
ChrX	22550000	0.014	0.11537	0.12937
ChrX	22650000	0.03072	0.05549	0.08621
ChrX	22750000	0.01437	0.03991	0.05428
ChrX	22850000	0.00985	0.08407	0.09392
ChrX	22950000	0.02554	0.02805	0.05359
ChrX	23050000	0.0285	0.08516	0.11366
ChrX	23150000	0.01569	0.07297	0.08866
ChrX	23250000	0.00989	0.111	0.12089
ChrX	23350000	0.01776	0.13305	0.15081
ChrX	23450000	0.01795	0.83771	0.85566
ChrX	23550000	0.02433	0.4741	0.49843
ChrX	23650000	0.01351	0.08879	0.1023
ChrX	23750000	0.02176	0.08926	0.11102
ChrX	23850000	0.03238	0.07297	0.10535
ChrX	23950000	0.03113	0.03911	0.07024
ChrX	24050000	0.01439	0.08017	0.09456
ChrX	24150000	0.01997	0.08231	0.10228
ChrX	24250000	0.01471	0.06967	0.08438
ChrX	24350000	0.00794	0.17905	0.18699
ChrX	24450000	0.01631	0.07494	0.09125
ChrX	24550000	0.01113	0.154	0.16513
ChrX	24650000	0.0087	0.15125	0.15995
ChrX	24750000	0.0116	0.13041	0.14201
ChrX	24850000	0.02748	0.1521	0.17958
ChrX	24950000	0.03372	0.05661	0.09033
ChrX	25050000	0.0317	0.0419	0.0736
ChrX	25150000	0.03054	0.06845	0.09899
ChrX	25250000	0.00767	0.4946	0.50227
ChrX	25350000	0.02614	0.03242	0.05856
ChrX	25450000	0.02741	0.04614	0.07355
ChrX	25550000	0.03407	0.03833	0.0724
ChrX	25650000	0.02001	0.06472	0.08473
ChrX	25750000	0.03057	0.0694	0.09997
ChrX	25850000	0.03092	0.07149	0.10241
ChrX	25950000	0.01728	0.13714	0.15442
ChrX	26050000	0.02853	0.06613	0.09466
ChrX	26150000	0.02666	0.09082	0.11748
ChrX	26250000	0.00949	0.23314	0.24263
ChrX	26350000	0.00809	0.16484	0.17293
ChrX	26450000	0.02168	0.11089	0.13257
ChrX	26550000	0.01757	0.0764	0.09397
ChrX	26650000	0.01473	0.16012	0.17485
ChrX	26750000	0.01792	0.11047	0.12839
ChrX	26850000	0.02019	0.30432	0.32451
ChrX	26950000	0.02656	0.14066	0.16722
ChrX	27050000	0.01605	0.12649	0.14254
ChrX	27150000	0.01635	0.16387	0.18022
ChrX	27250000	0.01467	0.19573	0.2104
ChrX	27350000	0.02567	0.18852	0.21419
ChrX	27450000	0.014020100502512563	0.2528442211055276	0.2668643216080402
ChrX	27550000	0.01427	0.17664	0.19091
ChrX	27650000	0.00955	0.21753	0.22708
ChrX	27750000	0.0172	0.15401	0.17121
ChrX	27850000	0.00671	0.20103	0.20774
ChrX	27950000	0.02232	0.10821	0.13053
ChrX	28050000	0.01665	0.11563	0.13228
ChrX	28150000	0.02367	0.08103	0.1047
ChrX	28250000	0.02282	0.13356	0.15638
ChrX	28350000	0.01227	0.18822	0.20049
ChrX	28450000	0.01594	0.29649	0.31243
ChrX	28550000	0.00659	0.30589	0.31248
ChrX	28650000	0.00792	0.22081	0.22873
ChrX	28750000	0.01827	0.12038	0.13865
ChrX	28850000	0.01073	0.16165	0.17238
ChrX	28950000	0.00355	0.76102	0.76457
ChrX	29050000	0.0008	0.92356	0.92436
ChrX	29150000	0.0	0.99992	0.99992
ChrX	29250000	0.00779	0.41759	0.42538
ChrX	29350000	0.01887	0.19251	0.21138
ChrX	29450000	0.01249	0.20202	0.21451
ChrX	29550000	0.00973	0.20491	0.21464
ChrX	29650000	0.01353	0.16751	0.18104
ChrX	29750000	0.0106	0.19462	0.20522
ChrX	29850000	0.01401	0.18507	0.19908
ChrX	29950000	0.00777	0.30488	0.31265
ChrX	30050000	0.01628	0.10553	0.12181
ChrX	30150000	0.01134	0.24044	0.25178
ChrX	30250000	0.01347	0.20659	0.22006
ChrX	30350000	0.01382	0.07888	0.0927
ChrX	30450000	0.01231	0.06823	0.08054
ChrX	30550000	0.01453	0.12254	0.13707
ChrX	30650000	0.00982	0.15318	0.163
ChrX	30750000	0.01144	0.1355	0.14694
ChrX	30850000	0.00964	0.14377	0.15341
ChrX	30950000	0.02658	0.08699	0.11357
ChrX	31050000	0.01238	0.09873	0.11111
ChrX	31150000	0.01246	0.13456	0.14702
ChrX	31250000	0.01288	0.1524	0.16528
ChrX	31350000	0.00614	0.28797	0.29411
ChrX	31440462	0.0038801838762295487	0.6595818298650585	0.6634620137412881
ChrII	50000	0.008814070351758794	0.5913366834170855	0.6001507537688442
ChrII	150000	0.01593	0.49181	0.50774
ChrII	250000	0.00882	0.76771	0.77653
ChrII	350000	0.03933	0.2405	0.27983
ChrII	450000	0.01686	0.21652	0.23338
ChrII	550000	0.02054	0.2791	0.29964
ChrII	650000	0.00848	0.46645	0.47493
ChrII	750000	0.01392	0.47041	0.48433
ChrII	850000	0.01868	0.11518	0.13386
ChrII	950000	0.01132	0.11954	0.13086
ChrII	1050000	0.01026	0.25532	0.26558
ChrII	1150000	0.01047	0.28413	0.2946
ChrII	1250000	0.009316582914572864	0.5059497487437186	0.5152663316582915
ChrII	1350000	0.01338	0.58956	0.60294
ChrII	1450000	0.01934	0.20208	0.22142
ChrII	1550000	0.02303	0.23642	0.25945
ChrII	1650000	0.01208	0.26807	0.28015
ChrII	1750000	0.01369	0.24734	0.26103
ChrII	1850000	0.01999	0.23012	0.25011
ChrII	1950000	0.02019	0.22811	0.2483
ChrII	2050000	0.0126	0.19075	0.20335
ChrII	2150000	0.0064	0.25668	0.26308
ChrII	2250000	0.01144	0.20025	0.21169
ChrII	2350000	0.01331	0.24636	0.25967
ChrII	2450000	0.00902	0.28922	0.29824
ChrII	2550000	0.02224	0.16314	0.18538
ChrII	2650000	0.02167	0.13071	0.15238
ChrII	2750000	0.02252	0.19679	0.21931
ChrII	2850000	0.01436	0.18501	0.19937
ChrII	2950000	0.01293	0.20196	0.21489
ChrII	3050000	0.02183	0.2932	0.31503
ChrII	3150000	0.00615	0.80978	0.81593
ChrII	3250000	0.01565	0.7069	0.72255
ChrII	3350000	0.01459	0.26982	0.28441
ChrII	3450000	0.01353	0.20879	0.22232
ChrII	3550000	0.0187	0.2176	0.2363
ChrII	3650000	0.0255	0.33229	0.35779
ChrII	3750000	0.01016	0.237	0.24716
ChrII	3850000	0.0061	0.20187	0.20797
ChrII	3950000	0.01204	0.15624	0.16828
ChrII	4050000	0.0106	0.14453	0.15513
ChrII	4150000	0.00995	0.29664	0.30659
ChrII	4250000	0.0139	0.22478	0.23868
ChrII	4350000	0.01369	0.24843	0.26212
ChrII	4450000	0.01877	0.26268	0.28145
ChrII	4550000	0.01073	0.17489	0.18562
ChrII	4650000	0.01184	0.19724	0.20908
ChrII	4750000	0.01068	0.18842	0.1991
ChrII	4850000	0.01151	0.15274	0.16425
ChrII	4950000	0.0139	0.21501	0.22891
ChrII	5050000	0.0164	0.19279	0.20919
ChrII	5150000	0.02015	0.20309	0.22324
ChrII	5250000	0.00702	0.17729	0.18431
ChrII	5350000	0.00378	0.1046	0.10838
ChrII	5450000	0.01016	0.12558	0.13574
ChrII	5550000	0.01042	0.27579	0.28621
ChrII	5650000	0.01819	0.2004	0.21859
ChrII	5750000	0.01331	0.14305	0.15636
ChrII	5850000	0.03626	0.50975	0.54601
ChrII	5950000	0.02151	0.26782	0.28933
ChrII	6050000	0.00924	0.12904	0.13828
ChrII	6150000	0.01417	0.17285	0.18702
ChrII	6250000	0.0136	0.34236	0.35596
ChrII	6350000	0.01971	0.12857	0.14828
ChrII	6450000	0.00964	0.34208	0.35172
ChrII	6550000	0.00391	0.51357	0.51748
ChrII	6650000	0.00764	0.10503	0.11267
ChrII	6750000	0.00806	0.11073	0.11879
ChrII	6850000	0.01565	0.11742	0.13307
ChrII	6950000	0.0099	0.33389	0.34379
ChrII	7050000	0.01544	0.1897	0.20514
ChrII	7150000	0.01281	0.16253	0.17534
ChrII	7250000	0.00652	0.21032	0.21684
ChrII	7350000	0.0107	0.18758	0.19828
ChrII	7450000	0.02285	0.19084	0.21369
ChrII	7550000	0.01702	0.14738	0.1644
ChrII	7650000	0.03693	0.21803	0.25496
ChrII	7750000	0.02247	0.11808	0.14055
ChrII	7850000	0.02092	0.09699	0.11791
ChrII	7950000	0.01901	0.16402	0.18303
ChrII	8050000	0.01519	0.37133	0.38652
ChrII	8150000	0.01757788944723618	0.3535678391959799	0.3711457286432161
ChrII	8250000	0.01078	0.17207	0.18285
ChrII	8350000	0.02177	0.05962	0.08139
ChrII	8450000	0.01336	0.23967	0.25303
ChrII	8550000	0.0223	0.09627	0.11857
ChrII	8650000	0.01996	0.1666	0.18656
ChrII	8750000	0.01566	0.15948	0.17514
ChrII	8850000	0.009618090452261306	0.3634170854271357	0.373035175879397
ChrII	8950000	0.018261306532663318	0.2723718592964824	0.2906331658291457
ChrII	9050000	0.01256	0.18277	0.19533
ChrII	9150000	0.01165	0.12084	0.13249
ChrII	9250000	0.01574	0.09446	0.1102
ChrII	9350000	0.03052	0.10301	0.13353
ChrII	9450000	0.02334	0.05564	0.07898
ChrII	9550000	0.02288	0.04311	0.06599
ChrII	9650000	0.0127	0.17293	0.18563
ChrII	9750000	0.02362	0.13888	0.1625
ChrII	9850000	0.02216	0.21926	0.24142
ChrII	9950000	0.0087	0.21277	0.22147
ChrII	10050000	0.01266	0.05743	0.07009
ChrII	10150000	0.00864	0.32708	0.33572
ChrII	10250000	0.02447	0.06592	0.09039
ChrII	10350000	0.02108	0.04895	0.07003
ChrII	10450000	0.01468	0.10974	0.12442
ChrII	10550000	0.02928	0.21249	0.24177
ChrII	10650000	0.0152	0.05582	0.07102
ChrII	10750000	0.01557	0.17194	0.18751
ChrII	10850000	0.00742	0.2629	0.27032
ChrII	10950000	0.02142	0.09629	0.11771
ChrII	11050000	0.02644	0.05421	0.08065
ChrII	11150000	0.0205	0.09759	0.11809
ChrII	11250000	0.04033	0.35512	0.39545
ChrII	11350000	0.00088	0.77864	0.77952
ChrII	11450000	0.03341	0.16167	0.19508
ChrII	11550000	0.0254	0.02781	0.05321
ChrII	11650000	0.06336	0.03144	0.0948
ChrII	11750000	0.03068	0.04152	0.0722
ChrII	11850000	0.02665	0.09959	0.12624
ChrII	11950000	0.04278	0.02152	0.0643
ChrII	12050000	0.03534	0.04171	0.07705
ChrII	12150000	0.04931	0.11724	0.16655
ChrII	12250000	0.06777	0.03954	0.10731
ChrII	12350000	0.04259	0.07196	0.11455
ChrII	12450000	0.03671	0.04869	0.0854
ChrII	12550000	0.03181	0.04169	0.0735
ChrII	12650000	0.035718592964824124	0.057407035175879396	0.09312562814070352
ChrII	12750000	0.0417	0.05301	0.09471
ChrII	12850000	0.02767	0.23599	0.26366
ChrII	12950000	0.02757	0.23767	0.26524
ChrII	13050000	0.02634	0.10495	0.13129
ChrII	13150000	0.04492	0.09272	0.13764
ChrII	13250000	0.04763	0.06467	0.1123
ChrII	13350000	0.03732663316582915	0.238	0.27532663316582917
ChrII	13450000	0.027306532663316584	0.15943718592964823	0.18674371859296482
ChrII	13550000	0.026898989898989898	0.16294949494949496	0.18984848484848485
ChrII	13650000	0.015809045226130653	0.17725628140703517	0.19306532663316583
ChrII	13750000	0.02408	0.0526	0.07668
ChrII	13850000	0.04972	0.03432	0.08404
ChrII	13950000	0.0403	0.06129	0.10159
ChrII	14050000	0.03345	0.09178	0.12523
ChrII	14150000	0.02762	0.14188	0.1695
ChrII	14250000	0.03025	0.06529	0.09554
ChrII	14350000	0.03603	0.16999	0.20602
ChrII	14450000	0.03268	0.03997	0.07265
ChrII	14550000	0.03212	0.04774	0.07986
ChrII	14650000	0.06248	0.06296	0.12544
ChrII	14750000	0.03661	0.12351	0.16012
ChrII	14850000	0.02368	0.13432	0.158
ChrII	14950000	0.01095	0.62773	0.63868
ChrII	15050000	0.01535	0.08014	0.09549
ChrII	15150000	0.019	0.06468	0.08368
ChrII	15250000	0.02599	0.10113	0.12712
ChrII	15350000	0.01795	0.04935	0.0673
ChrII	15450000	0.01552	0.42038	0.4359
ChrII	15550000	0.03114	0.19486	0.226
ChrII	15650000	0.02722	0.20949	0.23671
ChrII	15750000	0.0154	0.21614	0.23154
ChrII	15850000	0.01116	0.18392	0.19508
ChrII	15950000	0.01923	0.03949	0.05872
ChrII	16050000	0.02112	0.10367	0.12479
ChrII	16150000	0.02972	0.20198	0.2317
ChrII	16250000	0.01481	0.10924	0.12405
ChrII	16350000	0.00883	0.08885	0.09768
ChrII	16450000	0.01651256281407035	0.29885427135678394	0.31536683417085426
ChrII	16550000	0.00548	0.45726	0.46274
ChrII	16650000	0.01732	0.13938	0.1567
ChrII	16750000	0.0193	0.21822	0.23752
ChrII	16850000	0.01411	0.14299	0.1571
ChrII	16950000	0.01205	0.45272	0.46477
ChrII	17050000	0.0071	0.27311	0.28021
ChrII	17150000	0.02192	0.18848	0.2104
ChrII	17250000	0.01359	0.11818	0.13177
ChrII	17350000	0.01847	0.15456	0.17303
ChrII	17450000	0.00972	0.1777	0.18742
ChrII	17550000	0.00938	0.15157	0.16095
ChrII	17650000	0.01215	0.13496	0.14711
ChrII	17750000	0.00739	0.08607	0.09346
ChrII	17850000	0.010221105527638191	0.16008040201005025	0.17030150753768844
ChrII	17950000	0.05878	0.17754	0.23632
ChrII	18050000	0.00887	0.16575	0.17462
ChrII	18150000	0.03033	0.26799	0.29832
ChrII	18250000	0.01295	0.08219	0.09514
ChrII	18350000	0.00978	0.1075	0.11728
ChrII	18450000	0.013889447236180904	0.13469346733668341	0.14858291457286432
ChrII	18550000	0.01883	0.11744	0.13627
ChrII	18650000	0.00581	0.12331	0.12912
ChrII	18750000	0.0071	0.2185	0.2256
ChrII	18850000	0.01549	0.13399	0.14948
ChrII	18950000	0.01381	0.24347	0.25728
ChrII	19050000	0.01261	0.1855	0.19811
ChrII	19150000	0.00955	0.11032	0.11987
ChrII	19250000	0.00962	0.2045	0.21412
ChrII	19350000	0.013628140703517588	0.2498291457286432	0.2634572864321608
ChrII	19450000	0.01463	0.16233	0.17696
ChrII	19550000	0.00617	0.19207	0.19824
ChrII	19650000	0.01339	0.12338	0.13677
ChrII	19750000	0.01415	0.21481	0.22896
ChrII	19850000	0.01793	0.19768	0.21561
ChrII	19950000	0.01148	0.18689	0.19837
ChrII	20050000	0.01204	0.25506	0.2671
ChrII	20150000	0.02485	0.20883	0.23368
ChrII	20250000	0.01308	0.24785	0.26093
ChrII	20350000	0.0073	0.35804	0.36534
ChrII	20450000	0.01932	0.15442	0.17374
ChrII	20550000	0.01196	0.14986	0.16182
ChrII	20650000	0.01453	0.22376	0.23829
ChrII	20750000	0.01098	0.34994	0.36092
ChrII	20850000	0.01582	0.12967	0.14549
ChrII	20950000	0.01774	0.1122	0.12994
ChrII	21050000	0.01524	0.1562	0.17144
ChrII	21150000	0.01077	0.21728	0.22805
ChrII	21250000	0.01446	0.15672	0.17118
ChrII	21350000	0.01804	0.10324	0.12128
ChrII	21450000	0.0119	0.13885	0.15075
ChrII	21550000	0.01363	0.17773	0.19136
ChrII	21650000	0.010793969849246231	0.3355577889447236	0.34635175879396984
ChrII	21750000	0.01931	0.1661	0.18541
ChrII	21850000	0.01956	0.14519	0.16475
ChrII	21950000	0.01579	0.16329	0.17908
ChrII	22050000	0.01498	0.18643	0.20141
ChrII	22150000	0.01244	0.18324	0.19568
ChrII	22250000	0.00805	0.52117	0.52922
ChrII	22350000	0.03352	0.74988	0.7834
ChrII	22450000	0.00142	0.991	0.99242
ChrII	22550000	0.0058190954773869345	0.9106633165829146	0.9164824120603015
ChrII	22650000	0.02378	0.64233	0.66611
ChrII	22750000	0.01285	0.3914	0.40425
ChrII	22850000	0.00929	0.18599	0.19528
ChrII	22950000	0.0167	0.1388	0.1555
ChrII	23050000	0.01081	0.15358	0.16439
ChrII	23150000	0.01571	0.18668	0.20239
ChrII	23250000	0.01248	0.20418	0.21666
ChrII	23350000	0.01577	0.13038	0.14615
ChrII	23450000	0.0092	0.35206	0.36126
ChrII	23550000	0.0203	0.18979	0.21009
ChrII	23650000	0.01135	0.14306	0.15441
ChrII	23750000	0.01648	0.24425	0.26073
ChrII	23850000	0.00918	0.35344	0.36262
ChrII	23950000	0.01061	0.19989	0.2105
ChrII	24050000	0.0166	0.12768	0.14428
ChrII	24150000	0.00929	0.23102	0.24031
ChrII	24250000	0.01433	0.16081	0.17514
ChrII	24350000	0.0181	0.24686	0.26496
ChrII	24450000	0.00617	0.50773	0.5139
ChrII	24550000	0.01038	0.07545	0.08583
ChrII	24650000	0.00808	0.18963	0.19771
ChrII	24750000	0.00922	0.08396	0.09318
ChrII	24850000	0.0151	0.19083	0.20593
ChrII	24950000	0.012673366834170854	0.1577286432160804	0.17040201005025127
ChrII	25050000	0.01107	0.17466	0.18573
ChrII	25150000	0.0072261306532663315	0.45218090452261306	0.4594070351758794
ChrII	25250000	0.020040201005025127	0.4201407035175879	0.44018090452261305
ChrII	25350000	0.01842	0.21918	0.2376
ChrII	25450000	0.016181818181818183	0.8442424242424242	0.8604242424242424
ChrII	25505988	0.0	1.0	1.0
ChrV	50000	0.02613	0.37391	0.40004
ChrV	150000	0.01233	0.27233	0.28466
ChrV	250000	0.01994	0.19059	0.21053
ChrV	350000	0.0158	0.15922	0.17502
ChrV	450000	0.0155	0.16214	0.17764
ChrV	550000	0.05803	0.24929	0.30732
ChrV	650000	0.01252	0.20891	0.22143
ChrV	750000	0.0126	0.32155	0.33415
ChrV	850000	0.01836	0.50275	0.52111
ChrV	950000	0.01779	0.31461	0.3324
ChrV	1050000	0.01709	0.25397	0.27106
ChrV	1150000	0.03296	0.22779	0.26075
ChrV	1250000	0.01362	0.20659	0.22021
ChrV	1350000	0.01486	0.25365	0.26851
ChrV	1450000	0.0067	0.2394	0.2461
ChrV	1550000	0.01808	0.23487	0.25295
ChrV	1650000	0.00564	0.29252	0.29816
ChrV	1750000	0.00833	0.21743	0.22576
ChrV	1850000	0.00941	0.1597	0.16911
ChrV	1950000	0.01046	0.15107	0.16153
ChrV	2050000	0.01058	0.64874	0.65932
ChrV	2150000	0.010170854271356784	0.948321608040201	0.9584924623115578
ChrV	2250000	0.01091	0.2535	0.26441
ChrV	2350000	0.01538	0.21931	0.23469
ChrV	2450000	0.03466	0.21438	0.24904
ChrV	2550000	0.02703	0.14411	0.17114
ChrV	2650000	0.01467	0.20409	0.21876
ChrV	2750000	0.02697	0.20423	0.2312
ChrV	2850000	0.04461	0.37885	0.42346
ChrV	2950000	0.10999	0.76153	0.87152
ChrV	3050000	0.01618	0.22981	0.24599
ChrV	3150000	0.01852	0.16336	0.18188
ChrV	3250000	0.01592	0.2761	0.29202
ChrV	3350000	0.02788	0.21335	0.24123
ChrV	3450000	0.01321	0.14487	0.15808
ChrV	3550000	0.00937	0.24828	0.25765
ChrV	3650000	0.01605	0.20697	0.22302
ChrV	3750000	0.00885	0.19324	0.20209
ChrV	3850000	0.01544	0.26909	0.28453
ChrV	3950000	0.01238	0.46016	0.47254
ChrV	4050000	0.01442	0.14961	0.16403
ChrV	4150000	0.02622	0.21364	0.23986
ChrV	4250000	0.04905	0.28021	0.32926
ChrV	4350000	0.01321	0.55744	0.57065
ChrV	4450000	0.01842	0.1707	0.18912
ChrV	4550000	0.04579	0.1765	0.22229
ChrV	4650000	0.02718	0.19822	0.2254
ChrV	4750000	0.02177	0.14125	0.16302
ChrV	4850000	0.01092	0.20605	0.21697
ChrV	4950000	0.00918	0.55919	0.56837
ChrV	5050000	0.00909	0.17108	0.18017
ChrV	5150000	0.02501	0.15332	0.17833
ChrV	5250000	0.01876	0.40815	0.42691
ChrV	5350000	0.00873	0.54417	0.5529
ChrV	5450000	0.00636	0.43021	0.43657
ChrV	5550000	0.01127	0.40349	0.41476
ChrV	5650000	0.007688442211055277	0.46488442211055275	0.47257286432160805
ChrV	5750000	0.01174	0.20679	0.21853
ChrV	5850000	0.01273	0.16815	0.18088
ChrV	5950000	0.00026	0.98903	0.98929
ChrV	6050000	0.00577	0.61134	0.61711
ChrV	6150000	0.01501	0.22866	0.24367
ChrV	6250000	0.00791	0.54491	0.55282
ChrV	6350000	0.01092	0.48229	0.49321
ChrV	6450000	0.01436	0.2726	0.28696
ChrV	6550000	0.0117	0.10515	0.11685
ChrV	6650000	0.02028	0.24492	0.2652
ChrV	6750000	0.01289	0.3535	0.36639
ChrV	6850000	0.00945	0.24926	0.25871
ChrV	6950000	0.01503	0.17585	0.19088
ChrV	7050000	0.00502	0.09735	0.10237
ChrV	7150000	0.00927	0.23477	0.24404
ChrV	7250000	0.01067	0.48753	0.4982
ChrV	7350000	0.00755	0.12423	0.13178
ChrV	7450000	0.00425	0.16961	0.17386
ChrV	7550000	0.02403	0.48567	0.5097
ChrV	7650000	0.0241	0.03827	0.06237
ChrV	7750000	0.01311	0.10425	0.11736
ChrV	7850000	0.01265	0.11988	0.13253
ChrV	7950000	0.0117	0.10077	0.11247
ChrV	8050000	0.01034	0.08639	0.09673
ChrV	8150000	0.01835	0.23283	0.25118
ChrV	8250000	0.01188	0.23681	0.24869
ChrV	8350000	0.01849	0.23084	0.24933
ChrV	8450000	0.014452261306532663	0.24985929648241206	0.2643115577889447
ChrV	8550000	0.02037	0.1955	0.21587
ChrV	8650000	0.0133	0.16939	0.18269
ChrV	8750000	0.01117	0.42322	0.43439
ChrV	8850000	0.02113	0.16494	0.18607
ChrV	8950000	0.02143	0.08423	0.10566
ChrV	9050000	0.01108	0.12525	0.13633
ChrV	9150000	0.01392	0.17495	0.18887
ChrV	9250000	0.03179	0.13766	0.16945
ChrV	9350000	0.02196	0.09724	0.1192
ChrV	9450000	0.0128	0.24572	0.25852
ChrV	9550000	0.04241	0.06277	0.10518
ChrV	9650000	0.04659	0.03272	0.07931
ChrV	9750000	0.03831	0.03395	0.07226
ChrV	9850000	0.02536	0.05928	0.08464
ChrV	9950000	0.07081	0.04333	0.11414
ChrV	10050000	0.0416	0.01518	0.05678
ChrV	10150000	0.02216	0.02704	0.0492
ChrV	10250000	0.02158	0.36301	0.38459
ChrV	10350000	0.06123	0.03666	0.09789
ChrV	10450000	0.04138	0.0166	0.05798
ChrV	10550000	0.05463	0.03597	0.0906
ChrV	10650000	0.03848	0.04948	0.08796
ChrV	10750000	0.04065	0.10037	0.14102
ChrV	10850000	0.05443	0.06234	0.11677
ChrV	10950000	0.0353	0.08568	0.12098
ChrV	11050000	0.04183	0.15737	0.1992
ChrV	11150000	0.03202	0.23086	0.26288
ChrV	11250000	0.04095	0.11738	0.15833
ChrV	11350000	0.02146	0.27391	0.29537
ChrV	11450000	0.02461	0.40081	0.42542
ChrV	11550000	0.03209	0.17436	0.20645
ChrV	11650000	0.01124	0.33703	0.34827
ChrV	11750000	0.00779	0.53988	0.54767
ChrV	11850000	0.00484	0.63865	0.64349
ChrV	11950000	0.00482	0.65908	0.6639
ChrV	12050000	0.00496	0.66289	0.66785
ChrV	12150000	0.00317	0.67026	0.67343
ChrV	12250000	0.00657	0.57269	0.57926
ChrV	12350000	0.00983	0.47712	0.48695
ChrV	12450000	0.00687	0.55733	0.5642
ChrV	12550000	0.0096	0.44026	0.44986
ChrV	12650000	0.01451	0.41631	0.43082
ChrV	12750000	0.01896	0.297	0.31596
ChrV	12850000	0.00912	0.49269	0.50181
ChrV	12950000	0.00995	0.39199	0.40194
ChrV	13050000	0.01151	0.40572	0.41723
ChrV	13150000	0.00905	0.44194	0.45099
ChrV	13250000	0.01563	0.21197	0.2276
ChrV	13350000	0.04032	0.14504	0.18536
ChrV	13450000	0.02868	0.06515	0.09383
ChrV	13550000	0.04173	0.04921	0.09094
ChrV	13650000	0.03331	0.07752	0.11083
ChrV	13750000	0.05005	0.05207	0.10212
ChrV	13850000	0.02066	0.27475	0.29541
ChrV	13950000	0.03857	0.06986	0.10843
ChrV	14050000	0.04635	0.06452	0.11087
ChrV	14150000	0.01503	0.16527	0.1803
ChrV	14250000	0.01657	0.20432	0.22089
ChrV	14350000	0.01615	0.09777	0.11392
ChrV	14450000	0.03015	0.04538	0.07553
ChrV	14550000	0.02182	0.36675	0.38857
ChrV	14650000	0.02381	0.26208	0.28589
ChrV	14750000	0.01923	0.07541	0.09464
ChrV	14850000	0.02233	0.11577	0.1381
ChrV	14950000	0.02103	0.05997	0.081
ChrV	15050000	0.01494	0.08023	0.09517
ChrV	15150000	0.01165	0.15232	0.16397
ChrV	15250000	0.010884422110552764	0.1465527638190955	0.15743718592964825
ChrV	15350000	0.01636180904522613	0.27364824120603015	0.29001005025125626
ChrV	15450000	0.01318	0.1467	0.15988
ChrV	15550000	0.02941	0.08497	0.11438
ChrV	15650000	0.01879	0.06687	0.08566
ChrV	15750000	0.02879	0.12144	0.15023
ChrV	15850000	0.01307	0.09843	0.1115
ChrV	15950000	0.01365	0.2299	0.24355
ChrV	16050000	0.02419	0.08031	0.1045
ChrV	16150000	0.02029	0.18259	0.20288
ChrV	16250000	0.0133	0.11074	0.12404
ChrV	16350000	0.01083	0.1417	0.15253
ChrV	16450000	0.00776	0.11949	0.12725
ChrV	16550000	0.00717	0.48401	0.49118
ChrV	16650000	0.02042	0.15543	0.17585
ChrV	16750000	0.00941	0.68847	0.69788
ChrV	16850000	0.0271	0.10202	0.12912
ChrV	16950000	0.01924	0.16563	0.18487
ChrV	17050000	0.02007	0.1455	0.16557
ChrV	17150000	0.0156	0.10106	0.11666
ChrV	17250000	0.01513	0.15261	0.16774
ChrV	17350000	0.01468	0.08885	0.10353
ChrV	17450000	0.01775	0.14276	0.16051
ChrV	17550000	0.02458	0.10373	0.12831
ChrV	17650000	0.01455	0.18828	0.20283
ChrV	17750000	0.0027738693467336682	0.8212663316582914	0.8240402010050252
ChrV	17850000	0.00133	0.82085	0.82218
ChrV	17950000	0.0234	0.1325	0.1559
ChrV	18050000	0.02315	0.10723	0.13038
ChrV	18150000	0.01073	0.16128	0.17201
ChrV	18250000	0.01233	0.15618	0.16851
ChrV	18350000	0.01643	0.16925	0.18568
ChrV	18450000	0.13345	0.4678	0.60125
ChrV	18550000	0.02084	0.21194	0.23278
ChrV	18650000	0.01734	0.15093	0.16827
ChrV	18750000	0.02199	0.13318	0.15517
ChrV	18850000	0.04151	0.1252	0.16671
ChrV	18950000	0.02451	0.23719	0.2617
ChrV	19050000	0.02451	0.22216	0.24667
ChrV	19150000	0.02721	0.24497	0.27218
ChrV	19250000	0.03344	0.09032	0.12376
ChrV	19350000	0.02427	0.12973	0.154
ChrV	19450000	0.0256	0.22645	0.25205
ChrV	19550000	0.00545	0.33777	0.34322
ChrV	19650000	0.02089	0.27222	0.29311
