scaffold	coordinate	fraction_exonic_DNA
ChrV	3350000	0.13657
ChrV	3450000	0.20005
ChrV	3550000	0.20361
ChrV	3650000	0.23971
ChrV	3750000	0.25382
ChrV	3850000	0.1875
ChrV	3950000	0.12113
ChrV	4050000	0.24437
ChrV	4150000	0.25613
ChrV	4250000	0.20462
ChrV	4350000	0.1364
ChrV	4450000	0.25741
ChrV	4550000	0.13127
ChrV	4650000	0.17244
ChrV	4750000	0.12766
ChrV	4850000	0.23989
ChrV	4950000	0.08915
ChrV	5050000	0.16641
ChrV	5150000	0.10293
ChrV	5250000	0.06174
ChrV	5350000	0.13783
ChrV	5450000	0.1032
ChrV	5550000	0.04236
ChrV	5650000	0.05064321608040201
ChrV	5750000	0.15758
ChrV	5850000	0.19874
ChrV	5950000	0.00987
ChrV	6050000	0.08572
ChrV	6150000	0.16486
ChrV	6250000	0.04268
ChrV	6350000	0.11714
ChrV	6450000	0.24696
ChrV	6550000	0.18748
ChrV	6650000	0.13323
ChrV	6750000	0.19665
ChrV	6850000	0.17623
ChrV	6950000	0.17961
ChrV	7050000	0.20487
ChrV	7150000	0.24429
ChrV	7250000	0.13026
ChrV	7350000	0.3019
ChrV	7450000	0.2822
ChrV	7550000	0.15071
ChrV	7650000	0.22581
ChrV	7750000	0.17778
ChrV	7850000	0.22041
ChrV	7950000	0.22969
ChrV	8050000	0.30786
ChrV	8150000	0.19158
ChrV	8250000	0.24517
ChrV	8350000	0.22793
ChrV	8450000	0.20197989949748743
ChrV	8550000	0.27915
ChrV	8650000	0.28626
ChrV	8750000	0.1121
ChrV	8850000	0.2462
ChrV	8950000	0.25798
ChrV	9050000	0.32288
ChrV	9150000	0.2173
ChrV	9250000	0.25021
ChrV	9350000	0.28084
ChrV	9450000	0.27038
ChrV	9550000	0.2367
ChrV	9650000	0.23039
ChrV	9750000	0.29369
ChrV	9850000	0.39279
ChrV	9950000	0.30675
ChrV	10050000	0.30525
ChrV	10150000	0.4177
ChrV	10250000	0.27345
ChrV	10350000	0.27637
ChrV	10450000	0.44094
ChrV	10550000	0.40567
ChrV	10650000	0.38645
ChrV	10750000	0.3971
ChrV	10850000	0.40868
ChrV	10950000	0.44491
ChrV	11050000	0.32203
ChrV	11150000	0.19517
ChrV	11250000	0.31665
ChrV	11350000	0.29163
ChrV	11450000	0.24349
ChrV	11550000	0.35327
ChrV	11650000	0.28161
ChrV	11750000	0.19922
ChrV	11850000	0.11793
ChrV	11950000	0.10113
ChrV	12050000	0.1084
ChrV	12150000	0.08339
ChrV	12250000	0.13555
ChrV	12350000	0.24919
ChrV	12450000	0.13238
ChrV	12550000	0.14409
ChrV	12650000	0.2076
ChrV	12750000	0.21563
ChrV	12850000	0.16644
ChrV	12950000	0.24425
ChrV	13050000	0.23069
ChrV	13150000	0.1779
ChrV	13250000	0.33651
ChrV	13350000	0.3368
ChrV	13450000	0.39001
ChrV	13550000	0.40129
ChrV	13650000	0.22193
ChrV	13750000	0.22513
ChrV	13850000	0.25119
ChrV	13950000	0.28702
ChrV	14050000	0.24244
ChrV	14150000	0.30438
ChrV	14250000	0.29206
ChrV	14350000	0.31218
ChrV	14450000	0.30807
ChrV	14550000	0.20866
ChrV	14650000	0.18265
ChrV	14750000	0.33718
ChrV	14850000	0.30743
ChrV	14950000	0.27325
ChrV	15050000	0.30007
ChrV	15150000	0.31661
ChrV	15250000	0.24628140703517587
ChrV	15350000	0.2111356783919598
ChrV	15450000	0.24937
ChrV	15550000	0.2827
ChrV	15650000	0.13597
ChrV	15750000	0.24109
ChrV	15850000	0.20276
ChrV	15950000	0.24817
ChrV	16050000	0.1998
ChrV	16150000	0.22518
ChrV	16250000	0.39454
ChrV	16350000	0.291
ChrV	16450000	0.263
ChrV	16550000	0.1744
ChrV	16650000	0.22051
ChrV	16750000	0.07243
ChrV	16850000	0.21602
ChrV	16950000	0.22249
ChrV	17050000	0.16989
ChrV	17150000	0.23096
ChrV	17250000	0.27685
ChrV	17350000	0.27957
ChrV	17450000	0.20934
ChrV	17550000	0.16114
ChrV	17650000	0.15273
ChrV	17750000	0.060683417085427134
ChrV	17850000	0.02248
ChrV	17950000	0.18733
ChrV	18050000	0.16949
ChrV	18150000	0.25583
ChrV	18250000	0.17832
ChrV	18350000	0.18752
ChrV	18450000	0.15298
ChrV	18550000	0.09402
ChrV	18650000	0.20638
ChrV	18750000	0.09727
ChrV	18850000	0.14321
ChrV	18950000	0.1486
ChrV	19050000	0.15884
ChrV	19150000	0.1807
ChrV	19250000	0.23889
ChrV	19350000	0.14851
ChrV	19450000	0.20488
ChrV	19550000	0.07425
ChrV	19650000	0.20386
ChrV	19750000	0.21479
ChrV	19850000	0.10691
ChrV	19950000	0.14032
ChrV	20050000	0.10406
ChrV	20150000	0.10007
ChrV	20250000	0.09328
ChrV	20350000	0.10186
ChrV	20450000	0.0984
ChrV	20550000	0.05161
ChrV	20650000	0.16609
ChrV	20750000	0.13248
ChrV	20850000	0.20582
ChrV	20950000	0.25532
ChrV	21050000	0.13506
ChrV	21150000	0.07709
ChrV	21250000	0.10668
ChrV	21350000	0.0952
ChrV	21450000	0.07841
ChrV	21550000	0.18463
ChrV	21650000	0.12817085427135677
ChrV	21750000	0.14022
ChrV	21850000	0.03417
ChrV	21950000	0.12795
ChrV	22050000	0.17366
ChrV	22150000	0.14178
ChrV	22250000	0.027175879396984924
ChrV	22350000	0.06551
ChrV	22450000	0.10995
ChrV	22550000	0.1337185929648241
ChrV	22650000	0.06197
ChrV	22750000	0.14135
ChrV	22850000	0.08492
ChrV	22950000	0.09248
ChrV	23050000	0.1053
ChrV	23150000	0.05547
ChrV	23250000	0.14138
ChrV	23350000	0.1444
ChrV	23450000	0.07052
ChrV	23550000	0.10627
ChrV	23650000	0.08876
ChrV	23750000	0.15686
ChrV	23850000	0.20629
ChrV	23950000	0.08156
ChrV	24050000	0.25008
ChrV	24150000	0.22311
ChrV	24250000	0.17542
ChrV	24350000	0.21237
ChrV	24450000	0.24445
ChrV	24550000	0.06717587939698492
ChrV	24628722	0.029906867438419357
ChrIII	50000	0.19034
ChrIII	150000	0.24924
ChrIII	250000	0.25433
ChrIII	350000	0.24142
ChrIII	450000	0.20496
ChrIII	550000	0.19166
ChrIII	650000	0.17422
ChrIII	750000	0.13626
ChrIII	850000	0.12682
ChrIII	950000	0.13703
ChrIII	1050000	0.04948
ChrIII	1150000	0.17928
ChrIII	1250000	0.15766
ChrIII	1350000	0.10683
ChrIII	1450000	0.21422
ChrIII	1550000	0.16342
ChrIII	1650000	0.15925
ChrIII	1750000	0.1757
ChrIII	1850000	0.18547
ChrIII	1950000	0.1312
ChrIII	2050000	0.06933
ChrIII	2150000	0.02608040201005025
ChrIII	2250000	0.19139
ChrIII	2350000	0.19311
ChrIII	2450000	0.13287
ChrIII	2550000	0.11233
ChrIII	2650000	0.12036
ChrIII	2750000	0.15824
ChrIII	2850000	0.20368
ChrIII	2950000	0.23523
ChrIII	3050000	0.15037
ChrIII	3150000	0.18913
ChrIII	3250000	0.15638
ChrIII	3350000	0.08431
ChrIII	3450000	0.13565
ChrIII	3550000	0.1666
ChrIII	3650000	0.14488
ChrIII	3750000	0.15793
ChrIII	3850000	0.11048
ChrIII	3950000	0.15786
ChrIII	4050000	0.15871
ChrIII	4150000	0.14779
ChrIII	4250000	0.16391
ChrIII	4350000	0.09391
ChrIII	4450000	0.1484
ChrIII	4550000	0.17975
ChrIII	4650000	0.24245
ChrIII	4750000	0.09197
ChrIII	4850000	0.10005
ChrIII	4950000	0.06361
ChrIII	5050000	0.12007
ChrIII	5150000	0.12289
ChrIII	5250000	0.21524
ChrIII	5350000	0.20535
ChrIII	5450000	0.15517
ChrIII	5550000	0.14924
ChrIII	5650000	0.10486
ChrIII	5750000	0.07775
ChrIII	5850000	0.15862
ChrIII	5950000	0.09951
ChrIII	6050000	0.17683
ChrIII	6150000	0.18924
ChrIII	6250000	0.18577
ChrIII	6350000	0.18126
ChrIII	6450000	0.25749
ChrIII	6550000	0.28768
ChrIII	6650000	0.15539698492462312
ChrIII	6750000	0.14435
ChrIII	6850000	0.13913
ChrIII	6950000	0.19668
ChrIII	7050000	0.17327
ChrIII	7150000	0.2832462311557789
ChrIII	7250000	0.14174
ChrIII	7350000	0.17389
ChrIII	7450000	0.20833
ChrIII	7550000	0.24089
ChrIII	7650000	0.21957
ChrIII	7750000	0.18463
ChrIII	7850000	0.25911
ChrIII	7950000	0.24261
ChrIII	8050000	0.24698
ChrIII	8150000	0.28796
ChrIII	8250000	0.30022
ChrIII	8350000	0.28963
ChrIII	8450000	0.2553
ChrIII	8550000	0.23187
ChrIII	8650000	0.34914
ChrIII	8750000	0.34936
ChrIII	8850000	0.30791
ChrIII	8950000	0.16756
ChrIII	9050000	0.2565
ChrIII	9150000	0.2745
ChrIII	9250000	0.25671
ChrIII	9350000	0.33575
ChrIII	9450000	0.2762
ChrIII	9550000	0.24774
ChrIII	9650000	0.34212
ChrIII	9750000	0.12793
ChrIII	9850000	0.31441
ChrIII	9950000	0.2178
ChrIII	10050000	0.28573
ChrIII	10150000	0.41278
ChrIII	10250000	0.48093
ChrIII	10350000	0.29375
ChrIII	10450000	0.35508
ChrIII	10550000	0.30352
ChrIII	10650000	0.25707
ChrIII	10750000	0.01487
ChrIII	10850000	0.24288
ChrIII	10950000	0.29862
ChrIII	11050000	0.45102
ChrIII	11150000	0.38089
ChrIII	11250000	0.4001
ChrIII	11350000	0.30657
ChrIII	11450000	0.40613
ChrIII	11550000	0.27578
ChrIII	11650000	0.32832
ChrIII	11750000	0.37142
ChrIII	11850000	0.33611
ChrIII	11950000	0.34328
ChrIII	12050000	0.36675
ChrIII	12150000	0.38335
ChrIII	12250000	0.34478
ChrIII	12350000	0.27257
ChrIII	12450000	0.28902
ChrIII	12550000	0.29027
ChrIII	12650000	0.21219191919191918
ChrIII	12750000	0.38727
ChrIII	12850000	0.37083
ChrIII	12950000	0.34104
ChrIII	13050000	0.31245
ChrIII	13150000	0.38556
ChrIII	13250000	0.30763
ChrIII	13350000	0.17412
ChrIII	13450000	0.18453
ChrIII	13550000	0.24497
ChrIII	13650000	0.31448
ChrIII	13750000	0.27527
ChrIII	13850000	0.24975
ChrIII	13950000	0.13903
ChrIII	14050000	0.1446
ChrIII	14150000	0.26173
ChrIII	14250000	0.25703
ChrIII	14350000	0.20693
ChrIII	14450000	0.272
ChrIII	14550000	0.25358
ChrIII	14650000	0.14656
ChrIII	14750000	0.17608
ChrIII	14850000	0.11728
ChrIII	14950000	0.15384
ChrIII	15050000	0.27601
ChrIII	15150000	0.29766
ChrIII	15250000	0.06105
ChrIII	15350000	0.07898
ChrIII	15450000	0.25978
ChrIII	15550000	0.14159
ChrIII	15650000	0.20975
ChrIII	15750000	0.22272
ChrIII	15850000	0.18788
ChrIII	15950000	0.1661
ChrIII	16050000	0.24552
ChrIII	16150000	0.15081
ChrIII	16250000	0.19186
ChrIII	16350000	0.20486
ChrIII	16450000	0.19924
ChrIII	16550000	0.1305
ChrIII	16650000	0.22893
ChrIII	16750000	0.28531
ChrIII	16850000	0.19749
ChrIII	16950000	0.15142
ChrIII	17050000	0.12939
ChrIII	17150000	0.2288
ChrIII	17250000	0.19663
ChrIII	17350000	0.17742
ChrIII	17450000	0.15492
ChrIII	17550000	0.18995
ChrIII	17650000	0.18898
ChrIII	17750000	0.24358
ChrIII	17850000	0.23525
ChrIII	17950000	0.12787
ChrIII	18050000	0.12976
ChrIII	18150000	0.20258
ChrIII	18250000	0.17392964824120602
ChrIII	18350000	0.17771
ChrIII	18450000	0.11347
ChrIII	18550000	0.09421
ChrIII	18650000	0.13854
ChrIII	18750000	0.11255
ChrIII	18850000	0.16118
ChrIII	18950000	0.19137
ChrIII	19050000	0.09557
ChrIII	19150000	0.10937
ChrIII	19250000	0.23241
ChrIII	19350000	0.10457
ChrIII	19450000	0.09414
ChrIII	19550000	0.17816
ChrIII	19650000	0.1831
ChrIII	19750000	0.10741
ChrIII	19850000	0.08073
ChrIII	19950000	0.07537
ChrIII	20050000	0.16378
ChrIII	20150000	0.09325
ChrIII	20250000	0.13858
ChrIII	20350000	0.18082
ChrIII	20450000	0.16203
ChrIII	20550000	0.14133
ChrIII	20650000	0.0747
ChrIII	20750000	0.10311
ChrIII	20850000	0.17891
ChrIII	20950000	0.15203
ChrIII	21050000	0.16548
ChrIII	21150000	0.15992
ChrIII	21250000	0.03756
ChrIII	21350000	0.08665
ChrIII	21450000	0.07834
ChrIII	21550000	0.14451
ChrIII	21650000	0.13886
ChrIII	21750000	0.0691356783919598
ChrIII	21850000	0.07773
ChrIII	21950000	0.07433
ChrIII	22050000	0.11882
ChrIII	22150000	0.19209
ChrIII	22250000	0.13622
ChrIII	22350000	0.09908
ChrIII	22450000	0.07606
ChrIII	22550000	0.08986
ChrIII	22650000	0.07128
ChrIII	22750000	0.09947
ChrIII	22850000	0.17867
ChrIII	22950000	0.25037
ChrIII	23050000	0.08257
ChrIII	23150000	0.19362
ChrIII	23250000	0.10953
ChrIII	23350000	0.17625
ChrIII	23450000	0.20222
ChrIII	23550000	0.12984
ChrIII	23650000	0.04924
ChrIII	23750000	0.03484
ChrIII	23850000	0.09739
ChrIII	23950000	0.06999
ChrIII	24050000	0.16011
ChrIII	24150000	0.22796
ChrIII	24250000	0.22297
ChrIII	24350000	0.28238
ChrIII	24450000	0.19809
ChrIII	24550000	0.06328643216080403
ChrIII	24619424	0.0
ChrI	50000	0.21456
ChrI	150000	0.19509
ChrI	250000	0.18595
ChrI	350000	0.17117
ChrI	450000	0.00516
ChrI	550000	0.02959
ChrI	650000	0.24826
ChrI	750000	0.09152
ChrI	850000	0.22938
ChrI	950000	0.19304
ChrI	1050000	0.12199
ChrI	1150000	0.23604040404040405
ChrI	1250000	0.15861
ChrI	1350000	0.13753
ChrI	1450000	0.10185
ChrI	1550000	0.17673
ChrI	1650000	0.09214
ChrI	1750000	0.19991
ChrI	1850000	0.13988
ChrI	1950000	0.1939
ChrI	2050000	0.14578
ChrI	2150000	0.06496969696969697
ChrI	2250000	0.03255
ChrI	2350000	0.06556
ChrI	2450000	0.07427
ChrI	2550000	0.10858
ChrI	2650000	0.1722
ChrI	2750000	0.15365
ChrI	2850000	0.13375
ChrI	2950000	0.09703
ChrI	3050000	0.19116
ChrI	3150000	0.09244
ChrI	3250000	0.1206
ChrI	3350000	0.10627
ChrI	3450000	0.12363
ChrI	3550000	0.16365
ChrI	3650000	0.08330653266331658
ChrI	3750000	0.17136
ChrI	3850000	0.141
ChrI	3950000	0.12137
ChrI	4050000	0.14828
ChrI	4150000	0.18558
ChrI	4250000	0.14137
ChrI	4350000	0.23618
ChrI	4450000	0.27683
ChrI	4550000	0.17568
ChrI	4650000	0.16764
ChrI	4750000	0.12982
ChrI	4850000	0.13077
ChrI	4950000	0.08872
ChrI	5050000	0.14561
ChrI	5150000	0.19596
ChrI	5250000	0.18411
ChrI	5350000	0.18402
ChrI	5450000	0.13479
ChrI	5550000	0.13641
ChrI	5650000	0.13143
ChrI	5750000	0.07942
ChrI	5850000	0.15883
ChrI	5950000	0.18178
ChrI	6050000	0.16873
ChrI	6150000	0.10375
ChrI	6250000	0.13335
ChrI	6350000	0.14778
ChrI	6450000	0.20743
ChrI	6550000	0.2078
ChrI	6650000	0.15136
ChrI	6750000	0.19253266331658292
ChrI	6850000	0.12106532663316583
ChrI	6950000	0.17181
ChrI	7050000	0.23745
ChrI	7150000	0.17788
ChrI	7250000	0.13845
ChrI	7350000	0.09969
ChrI	7450000	0.24388
ChrI	7550000	0.2413
ChrI	7650000	0.18434
ChrI	7750000	0.16724
ChrI	7850000	0.12427
ChrI	7950000	0.20999
ChrI	8050000	0.16387
ChrI	8150000	0.2324
ChrI	8250000	0.1501
ChrI	8350000	0.21835
ChrI	8450000	0.19088
ChrI	8550000	0.20836
ChrI	8650000	0.26238
ChrI	8750000	0.06932
ChrI	8850000	0.20335
ChrI	8950000	0.28345
ChrI	9050000	0.23859
ChrI	9150000	0.41499
ChrI	9250000	0.23912
ChrI	9350000	0.13338
ChrI	9450000	0.26258
ChrI	9550000	0.26592
ChrI	9650000	0.31225
ChrI	9750000	0.26502
ChrI	9850000	0.25403
ChrI	9950000	0.24062
ChrI	10050000	0.43854
ChrI	10150000	0.30307
ChrI	10250000	0.23826
ChrI	10350000	0.25753
ChrI	10450000	0.25565
ChrI	10550000	0.14546
ChrI	10650000	0.29553
ChrI	10750000	0.28397
ChrI	10850000	0.27706
ChrI	10950000	0.25217
ChrI	11050000	0.27235
ChrI	11150000	0.25355
ChrI	11250000	0.18271
ChrI	11350000	0.26052
ChrI	11450000	0.27105
ChrI	11550000	0.26345
ChrI	11650000	0.34647
ChrI	11750000	0.39281
ChrI	11850000	0.29081
ChrI	11950000	0.34280402010050254
ChrI	12050000	0.37989
ChrI	12150000	0.23797
ChrI	12250000	0.1798994974874372
ChrI	12350000	0.28652
ChrI	12450000	0.12269
ChrI	12550000	0.15995
ChrI	12650000	0.27469
ChrI	12750000	0.3113366834170854
ChrI	12850000	0.30684
ChrI	12950000	0.2710452261306533
ChrI	13050000	0.2362
ChrI	13150000	0.2285
ChrI	13250000	0.12218
ChrI	13350000	0.14041
ChrI	13450000	0.25547
ChrI	13550000	0.1646
ChrI	13650000	0.30533
ChrI	13750000	0.22326
ChrI	13850000	0.35576
ChrI	13950000	0.22799
ChrI	14050000	0.26617
ChrI	14150000	0.16549
ChrI	14250000	0.21589
ChrI	14350000	0.31229145728643215
ChrI	14450000	0.22909
ChrI	14550000	0.20666
ChrI	14650000	0.3911
ChrI	14750000	0.33217
ChrI	14850000	0.38815
ChrI	14950000	0.27679
ChrI	15050000	0.03431
ChrI	15150000	0.21954
ChrI	15250000	0.28216
ChrI	15350000	0.31846
ChrI	15450000	0.25517
ChrI	15550000	0.303
ChrI	15650000	0.21557
ChrI	15750000	0.1058
ChrI	15850000	0.21
ChrI	15950000	0.17129
ChrI	16050000	0.30654
ChrI	16150000	0.23577
ChrI	16250000	0.14967
ChrI	16350000	0.19848
ChrI	16450000	0.26422
ChrI	16550000	0.16075
ChrI	16650000	0.15482
ChrI	16750000	0.17657
ChrI	16850000	0.22529
ChrI	16950000	0.22071
ChrI	17050000	0.14549
ChrI	17150000	0.24713
ChrI	17250000	0.1812
ChrI	17350000	0.29333
ChrI	17450000	0.27596
ChrI	17550000	0.31501
ChrI	17650000	0.20286
ChrI	17750000	0.26902
ChrI	17850000	0.09325628140703518
ChrI	17950000	0.22353
ChrI	18050000	0.19976
ChrI	18150000	0.28188
ChrI	18250000	0.18388
ChrI	18350000	0.21062
ChrI	18450000	0.06977
ChrI	18550000	0.17081
ChrI	18650000	0.16326
ChrI	18750000	0.21362
ChrI	18850000	0.12363
ChrI	18950000	0.14503
ChrI	19050000	0.16761
ChrI	19150000	0.06546
ChrI	19250000	0.04302
ChrI	19350000	0.13735
ChrI	19450000	0.12398
ChrI	19550000	0.13417
ChrI	19650000	0.27332
ChrI	19750000	0.13569
ChrI	19850000	0.06057
ChrI	19950000	0.1172
ChrI	20050000	0.15991
ChrI	20150000	0.10401
ChrI	20250000	0.16023
ChrI	20350000	0.12984
ChrI	20450000	0.17759
ChrI	20550000	0.10392
ChrI	20650000	0.15632
ChrI	20750000	0.15101
ChrI	20850000	0.12467
ChrI	20950000	0.11212
ChrI	21050000	0.08408
ChrI	21150000	0.13382
ChrI	21250000	0.16054
ChrI	21350000	0.13003
ChrI	21450000	0.05668
ChrI	21550000	0.18975
ChrI	21650000	0.18331
ChrI	21750000	0.2417
ChrI	21850000	0.20971
ChrI	21950000	0.14144
ChrI	22050000	0.1690854271356784
ChrI	22150000	0.23481
ChrI	22250000	0.1614
ChrI	22350000	0.1998
ChrI	22450000	0.13483
ChrI	22550000	0.09762
ChrI	22650000	0.02623
ChrI	22750000	0.03504
ChrI	22850000	0.16563
ChrI	22950000	0.15444
ChrI	23050000	0.13142
ChrI	23150000	0.08885
ChrI	23250000	0.19907
ChrI	23350000	0.26156
ChrI	23450000	0.21056
ChrI	23550000	0.1924
ChrI	23650000	0.18192
ChrI	23750000	0.1735
ChrI	23850000	0.17383
ChrI	23950000	0.21841
ChrI	24050000	0.19088
ChrI	24150000	0.13734
ChrI	24209472	0.03631565056743204
