scaffold	coordinate	fraction_GC
ChrV	3350000	0.46366
ChrV	3450000	0.44328
ChrV	3550000	0.41891
ChrV	3650000	0.42088
ChrV	3750000	0.42086
ChrV	3850000	0.42696
ChrV	3950000	0.45678
ChrV	4050000	0.42987
ChrV	4150000	0.4448
ChrV	4250000	0.42818
ChrV	4350000	0.44639
ChrV	4450000	0.42149
ChrV	4550000	0.45137
ChrV	4650000	0.44383
ChrV	4750000	0.44832
ChrV	4850000	0.44448
ChrV	4950000	0.44639
ChrV	5050000	0.44349
ChrV	5150000	0.45579
ChrV	5250000	0.44603
ChrV	5350000	0.5035
ChrV	5450000	0.44366
ChrV	5550000	0.44008
ChrV	5650000	0.43247236180904525
ChrV	5750000	0.44672
ChrV	5850000	0.43345
ChrV	5950000	0.41461
ChrV	6050000	0.4142
ChrV	6150000	0.42779
ChrV	6250000	0.45187
ChrV	6350000	0.43922
ChrV	6450000	0.43059
ChrV	6550000	0.43383
ChrV	6650000	0.44163
ChrV	6750000	0.45305
ChrV	6850000	0.43805
ChrV	6950000	0.44447
ChrV	7050000	0.42616
ChrV	7150000	0.42118
ChrV	7250000	0.43589
ChrV	7350000	0.40622
ChrV	7450000	0.42576
ChrV	7550000	0.46031
ChrV	7650000	0.44505
ChrV	7750000	0.43221
ChrV	7850000	0.42164
ChrV	7950000	0.43937
ChrV	8050000	0.40834
ChrV	8150000	0.45678
ChrV	8250000	0.4249
ChrV	8350000	0.443
ChrV	8450000	0.46358793969849243
ChrV	8550000	0.42221
ChrV	8650000	0.42932
ChrV	8750000	0.43822
ChrV	8850000	0.42209
ChrV	8950000	0.42389
ChrV	9050000	0.41995
ChrV	9150000	0.43239
ChrV	9250000	0.44612
ChrV	9350000	0.42614
ChrV	9450000	0.44346
ChrV	9550000	0.43628
ChrV	9650000	0.42951
ChrV	9750000	0.43484
ChrV	9850000	0.42187
ChrV	9950000	0.42236
ChrV	10050000	0.41242
ChrV	10150000	0.40956
ChrV	10250000	0.42051
ChrV	10350000	0.41614
ChrV	10450000	0.40457
ChrV	10550000	0.4129
ChrV	10650000	0.40657
ChrV	10750000	0.39791
ChrV	10850000	0.40668
ChrV	10950000	0.38988
ChrV	11050000	0.39739
ChrV	11150000	0.39308
ChrV	11250000	0.3859
ChrV	11350000	0.39152
ChrV	11450000	0.39768
ChrV	11550000	0.38254
ChrV	11650000	0.38689
ChrV	11750000	0.40025
ChrV	11850000	0.41037
ChrV	11950000	0.40991
ChrV	12050000	0.42284
ChrV	12150000	0.41293
ChrV	12250000	0.4023
ChrV	12350000	0.43482
ChrV	12450000	0.40883
ChrV	12550000	0.39629
ChrV	12650000	0.40515
ChrV	12750000	0.39097
ChrV	12850000	0.39947
ChrV	12950000	0.39309
ChrV	13050000	0.39463
ChrV	13150000	0.40327
ChrV	13250000	0.38357
ChrV	13350000	0.39003
ChrV	13450000	0.38287
ChrV	13550000	0.39389
ChrV	13650000	0.43671
ChrV	13750000	0.41364
ChrV	13850000	0.41549
ChrV	13950000	0.4128
ChrV	14050000	0.42848
ChrV	14150000	0.42201
ChrV	14250000	0.44275
ChrV	14350000	0.42414
ChrV	14450000	0.43316
ChrV	14550000	0.42478
ChrV	14650000	0.44389
ChrV	14750000	0.43496
ChrV	14850000	0.43357
ChrV	14950000	0.42205
ChrV	15050000	0.43908
ChrV	15150000	0.41526
ChrV	15250000	0.4178291457286432
ChrV	15350000	0.4339597989949749
ChrV	15450000	0.42801
ChrV	15550000	0.43707
ChrV	15650000	0.45313
ChrV	15750000	0.41513
ChrV	15850000	0.42834
ChrV	15950000	0.43186
ChrV	16050000	0.44958
ChrV	16150000	0.47005
ChrV	16250000	0.45934
ChrV	16350000	0.42347
ChrV	16450000	0.42266
ChrV	16550000	0.44333
ChrV	16650000	0.44285
ChrV	16750000	0.43554
ChrV	16850000	0.44698
ChrV	16950000	0.44381
ChrV	17050000	0.43778
ChrV	17150000	0.45051
ChrV	17250000	0.44312
ChrV	17350000	0.43677
ChrV	17450000	0.42428
ChrV	17550000	0.44058
ChrV	17650000	0.4315
ChrV	17750000	0.46175879396984926
ChrV	17850000	0.44137
ChrV	17950000	0.42937
ChrV	18050000	0.43634
ChrV	18150000	0.41996
ChrV	18250000	0.42149
ChrV	18350000	0.42003
ChrV	18450000	0.47393
ChrV	18550000	0.43315
ChrV	18650000	0.46843
ChrV	18750000	0.43374
ChrV	18850000	0.46166
ChrV	18950000	0.44761
ChrV	19050000	0.45783
ChrV	19150000	0.47439
ChrV	19250000	0.44161
ChrV	19350000	0.43987
ChrV	19450000	0.43091
ChrV	19550000	0.42969
ChrV	19650000	0.41696
ChrV	19750000	0.45502
ChrV	19850000	0.43649
ChrV	19950000	0.4324
ChrV	20050000	0.4452
ChrV	20150000	0.4487
ChrV	20250000	0.44022
ChrV	20350000	0.4455
ChrV	20450000	0.47379
ChrV	20550000	0.46832
ChrV	20650000	0.45637
ChrV	20750000	0.44045
ChrV	20850000	0.43945
ChrV	20950000	0.42232
ChrV	21050000	0.42031
ChrV	21150000	0.43451
ChrV	21250000	0.41345
ChrV	21350000	0.43362
ChrV	21450000	0.44202
ChrV	21550000	0.40932
ChrV	21650000	0.43409045226130655
ChrV	21750000	0.41134
ChrV	21850000	0.40678
ChrV	21950000	0.42374
ChrV	22050000	0.44011
ChrV	22150000	0.43679
ChrV	22250000	0.45846231155778894
ChrV	22350000	0.45452
ChrV	22450000	0.44398
ChrV	22550000	0.40704522613065325
ChrV	22650000	0.46144
ChrV	22750000	0.4352
ChrV	22850000	0.47279
ChrV	22950000	0.46791
ChrV	23050000	0.45749
ChrV	23150000	0.42435
ChrV	23250000	0.43213
ChrV	23350000	0.43891
ChrV	23450000	0.44867
ChrV	23550000	0.46289
ChrV	23650000	0.45618
ChrV	23750000	0.42821
ChrV	23850000	0.42031
ChrV	23950000	0.4511
ChrV	24050000	0.41666
ChrV	24150000	0.42654
ChrV	24250000	0.42013
ChrV	24350000	0.40119
ChrV	24450000	0.42325
ChrV	24550000	0.3901105527638191
ChrV	24628722	0.3533118635216294
ChrIII	50000	0.41324
ChrIII	150000	0.41171
ChrIII	250000	0.42319
ChrIII	350000	0.43884
ChrIII	450000	0.44863
ChrIII	550000	0.44356
ChrIII	650000	0.45376
ChrIII	750000	0.46384
ChrIII	850000	0.45468
ChrIII	950000	0.43928
ChrIII	1050000	0.45965
ChrIII	1150000	0.43231
ChrIII	1250000	0.43052
ChrIII	1350000	0.41629
ChrIII	1450000	0.41216
ChrIII	1550000	0.43759
ChrIII	1650000	0.45126
ChrIII	1750000	0.4495
ChrIII	1850000	0.43739
ChrIII	1950000	0.44713
ChrIII	2050000	0.46522
ChrIII	2150000	0.4574371859296482
ChrIII	2250000	0.41481
ChrIII	2350000	0.43096
ChrIII	2450000	0.43295
ChrIII	2550000	0.43431
ChrIII	2650000	0.45419
ChrIII	2750000	0.42561
ChrIII	2850000	0.42891
ChrIII	2950000	0.42594
ChrIII	3050000	0.4363
ChrIII	3150000	0.44462
ChrIII	3250000	0.43282
ChrIII	3350000	0.44047
ChrIII	3450000	0.43059
ChrIII	3550000	0.45184
ChrIII	3650000	0.44554
ChrIII	3750000	0.44702
ChrIII	3850000	0.45057
ChrIII	3950000	0.43124
ChrIII	4050000	0.4639
ChrIII	4150000	0.45077
ChrIII	4250000	0.42636
ChrIII	4350000	0.43705
ChrIII	4450000	0.43523
ChrIII	4550000	0.43021
ChrIII	4650000	0.44711
ChrIII	4750000	0.45617
ChrIII	4850000	0.45533
ChrIII	4950000	0.44048
ChrIII	5050000	0.45124
ChrIII	5150000	0.44884
ChrIII	5250000	0.42853
ChrIII	5350000	0.43375
ChrIII	5450000	0.44025
ChrIII	5550000	0.46353
ChrIII	5650000	0.43736
ChrIII	5750000	0.44072
ChrIII	5850000	0.45741
ChrIII	5950000	0.4501
ChrIII	6050000	0.44362
ChrIII	6150000	0.44727
ChrIII	6250000	0.44769
ChrIII	6350000	0.44461
ChrIII	6450000	0.44287
ChrIII	6550000	0.41715
ChrIII	6650000	0.4545527638190955
ChrIII	6750000	0.42827
ChrIII	6850000	0.45669
ChrIII	6950000	0.4511
ChrIII	7050000	0.44916
ChrIII	7150000	0.41894472361809043
ChrIII	7250000	0.4482
ChrIII	7350000	0.43345
ChrIII	7450000	0.4247
ChrIII	7550000	0.42996
ChrIII	7650000	0.42801
ChrIII	7750000	0.44641
ChrIII	7850000	0.44396
ChrIII	7950000	0.42089
ChrIII	8050000	0.45051
ChrIII	8150000	0.42205
ChrIII	8250000	0.43414
ChrIII	8350000	0.44012
ChrIII	8450000	0.42803
ChrIII	8550000	0.44803
ChrIII	8650000	0.43851
ChrIII	8750000	0.42739
ChrIII	8850000	0.42112
ChrIII	8950000	0.44594
ChrIII	9050000	0.43317
ChrIII	9150000	0.41939
ChrIII	9250000	0.42879
ChrIII	9350000	0.42049
ChrIII	9450000	0.42541
ChrIII	9550000	0.43157
ChrIII	9650000	0.41863
ChrIII	9750000	0.44089
ChrIII	9850000	0.40844
ChrIII	9950000	0.41363
ChrIII	10050000	0.41059
ChrIII	10150000	0.40488
ChrIII	10250000	0.40089
ChrIII	10350000	0.41504
ChrIII	10450000	0.40475
ChrIII	10550000	0.40079
ChrIII	10650000	0.41564
ChrIII	10750000	0.45037
ChrIII	10850000	0.44626
ChrIII	10950000	0.43384
ChrIII	11050000	0.40287
ChrIII	11150000	0.40048
ChrIII	11250000	0.39703
ChrIII	11350000	0.38448
ChrIII	11450000	0.39058
ChrIII	11550000	0.39671
ChrIII	11650000	0.39453
ChrIII	11750000	0.39194
ChrIII	11850000	0.39634
ChrIII	11950000	0.39914
ChrIII	12050000	0.38133
ChrIII	12150000	0.3972
ChrIII	12250000	0.39672
ChrIII	12350000	0.41966
ChrIII	12450000	0.40438
ChrIII	12550000	0.4214
ChrIII	12650000	0.4208080808080808
ChrIII	12750000	0.40996
ChrIII	12850000	0.4118
ChrIII	12950000	0.41674
ChrIII	13050000	0.42272
ChrIII	13150000	0.40728
ChrIII	13250000	0.41711
ChrIII	13350000	0.43177
ChrIII	13450000	0.45176
ChrIII	13550000	0.42073
ChrIII	13650000	0.43726
ChrIII	13750000	0.40805
ChrIII	13850000	0.41987
ChrIII	13950000	0.43094
ChrIII	14050000	0.42648
ChrIII	14150000	0.43393
ChrIII	14250000	0.41989
ChrIII	14350000	0.42092
ChrIII	14450000	0.43847
ChrIII	14550000	0.43253
ChrIII	14650000	0.44056
ChrIII	14750000	0.43915
ChrIII	14850000	0.47161
ChrIII	14950000	0.42729
ChrIII	15050000	0.44333
ChrIII	15150000	0.41583
ChrIII	15250000	0.44365
ChrIII	15350000	0.44494
ChrIII	15450000	0.42246
ChrIII	15550000	0.4477
ChrIII	15650000	0.44939
ChrIII	15750000	0.42375
ChrIII	15850000	0.43652
ChrIII	15950000	0.41542
ChrIII	16050000	0.42368
ChrIII	16150000	0.4514
ChrIII	16250000	0.43571
ChrIII	16350000	0.44599
ChrIII	16450000	0.43399
ChrIII	16550000	0.43584
ChrIII	16650000	0.42734
ChrIII	16750000	0.42092
ChrIII	16850000	0.41709
ChrIII	16950000	0.42792
ChrIII	17050000	0.43554
ChrIII	17150000	0.42388
ChrIII	17250000	0.43855
ChrIII	17350000	0.4388
ChrIII	17450000	0.43257
ChrIII	17550000	0.43883
ChrIII	17650000	0.47183
ChrIII	17750000	0.42199
ChrIII	17850000	0.41542
ChrIII	17950000	0.44599
ChrIII	18050000	0.43736
ChrIII	18150000	0.42591
ChrIII	18250000	0.4312562814070352
ChrIII	18350000	0.44643
ChrIII	18450000	0.44537
ChrIII	18550000	0.43382
ChrIII	18650000	0.44294
ChrIII	18750000	0.45501
ChrIII	18850000	0.41819
ChrIII	18950000	0.4479
ChrIII	19050000	0.42371
ChrIII	19150000	0.42257
ChrIII	19250000	0.43077
ChrIII	19350000	0.44449
ChrIII	19450000	0.4251
ChrIII	19550000	0.42167
ChrIII	19650000	0.39443
ChrIII	19750000	0.40091
ChrIII	19850000	0.4037
ChrIII	19950000	0.42506
ChrIII	20050000	0.41467
ChrIII	20150000	0.44048
ChrIII	20250000	0.44255
ChrIII	20350000	0.42504
ChrIII	20450000	0.43561
ChrIII	20550000	0.4506
ChrIII	20650000	0.45292
ChrIII	20750000	0.46493
ChrIII	20850000	0.43841
ChrIII	20950000	0.45102
ChrIII	21050000	0.44184
ChrIII	21150000	0.44339
ChrIII	21250000	0.46111
ChrIII	21350000	0.42276
ChrIII	21450000	0.44977
ChrIII	21550000	0.42229
ChrIII	21650000	0.45741
ChrIII	21750000	0.44833165829145727
ChrIII	21850000	0.44819
ChrIII	21950000	0.42055
ChrIII	22050000	0.43511
ChrIII	22150000	0.42318
ChrIII	22250000	0.4472
ChrIII	22350000	0.42114
ChrIII	22450000	0.44895
ChrIII	22550000	0.44132
ChrIII	22650000	0.45429
ChrIII	22750000	0.44709
ChrIII	22850000	0.44434
ChrIII	22950000	0.40543
ChrIII	23050000	0.45297
ChrIII	23150000	0.43215
ChrIII	23250000	0.4593
ChrIII	23350000	0.44094
ChrIII	23450000	0.42736
ChrIII	23550000	0.44764
ChrIII	23650000	0.45252
ChrIII	23750000	0.47224
ChrIII	23850000	0.41543
ChrIII	23950000	0.4222
ChrIII	24050000	0.43709
ChrIII	24150000	0.44988
ChrIII	24250000	0.42889
ChrIII	24350000	0.40007
ChrIII	24450000	0.40043
ChrIII	24550000	0.3724221105527638
ChrIII	24619424	0.3334706170042987
ChrI	50000	0.4113
ChrI	150000	0.42715
ChrI	250000	0.41366
ChrI	350000	0.41866
ChrI	450000	0.46212
ChrI	550000	0.4671
ChrI	650000	0.41912
ChrI	750000	0.42869
ChrI	850000	0.41273
ChrI	950000	0.41496
ChrI	1050000	0.41358
ChrI	1150000	0.43136363636363634
ChrI	1250000	0.42732
ChrI	1350000	0.44135
ChrI	1450000	0.47208
ChrI	1550000	0.45495
ChrI	1650000	0.43942
ChrI	1750000	0.44934
ChrI	1850000	0.45102
ChrI	1950000	0.43341
ChrI	2050000	0.43247
ChrI	2150000	0.4558383838383838
ChrI	2250000	0.4568
ChrI	2350000	0.45188
ChrI	2450000	0.45738
ChrI	2550000	0.43659
ChrI	2650000	0.43415
ChrI	2750000	0.43679
ChrI	2850000	0.43731
ChrI	2950000	0.45341
ChrI	3050000	0.41666
ChrI	3150000	0.44611
ChrI	3250000	0.4281
ChrI	3350000	0.45882
ChrI	3450000	0.45678
ChrI	3550000	0.42673
ChrI	3650000	0.41234170854271357
ChrI	3750000	0.40923
ChrI	3850000	0.43144
ChrI	3950000	0.43684
ChrI	4050000	0.4316
ChrI	4150000	0.44315
ChrI	4250000	0.43568
ChrI	4350000	0.42286
ChrI	4450000	0.43264
ChrI	4550000	0.42708
ChrI	4650000	0.43305
ChrI	4750000	0.45424
ChrI	4850000	0.44187
ChrI	4950000	0.44326
ChrI	5050000	0.41632
ChrI	5150000	0.43086
ChrI	5250000	0.40635
ChrI	5350000	0.43304
ChrI	5450000	0.43511
ChrI	5550000	0.44334
ChrI	5650000	0.44326
ChrI	5750000	0.44198
ChrI	5850000	0.43021
ChrI	5950000	0.43991
ChrI	6050000	0.44013
ChrI	6150000	0.45686
ChrI	6250000	0.45722
ChrI	6350000	0.44949
ChrI	6450000	0.43791
ChrI	6550000	0.45373
ChrI	6650000	0.44705
ChrI	6750000	0.4464321608040201
ChrI	6850000	0.45264321608040203
ChrI	6950000	0.45213
ChrI	7050000	0.43351
ChrI	7150000	0.4212
ChrI	7250000	0.43764
ChrI	7350000	0.45707
ChrI	7450000	0.42424
ChrI	7550000	0.41069
ChrI	7650000	0.4335
ChrI	7750000	0.42143
ChrI	7850000	0.44529
ChrI	7950000	0.43495
ChrI	8050000	0.43417
ChrI	8150000	0.40443
ChrI	8250000	0.42741
ChrI	8350000	0.42547
ChrI	8450000	0.42763
ChrI	8550000	0.42982
ChrI	8650000	0.44704
ChrI	8750000	0.42959
ChrI	8850000	0.42706
ChrI	8950000	0.4295
ChrI	9050000	0.43622
ChrI	9150000	0.46669
ChrI	9250000	0.40828
ChrI	9350000	0.43166
ChrI	9450000	0.41384
ChrI	9550000	0.40209
ChrI	9650000	0.41277
ChrI	9750000	0.40708
ChrI	9850000	0.41194
ChrI	9950000	0.43383
ChrI	10050000	0.46103
ChrI	10150000	0.41411
ChrI	10250000	0.41714
ChrI	10350000	0.40293
ChrI	10450000	0.4081
ChrI	10550000	0.43086
ChrI	10650000	0.40555
ChrI	10750000	0.41524
ChrI	10850000	0.4008
ChrI	10950000	0.43136
ChrI	11050000	0.40569
ChrI	11150000	0.395
ChrI	11250000	0.39889
ChrI	11350000	0.40474
ChrI	11450000	0.41242
ChrI	11550000	0.40586
ChrI	11650000	0.39697
ChrI	11750000	0.40649
ChrI	11850000	0.38698
ChrI	11950000	0.39202010050251257
ChrI	12050000	0.39123
ChrI	12150000	0.40031
ChrI	12250000	0.4049447236180905
ChrI	12350000	0.38639
ChrI	12450000	0.42071
ChrI	12550000	0.3982
ChrI	12650000	0.38202
ChrI	12750000	0.37954773869346736
ChrI	12850000	0.4004
ChrI	12950000	0.3878994974874372
ChrI	13050000	0.39637
ChrI	13150000	0.41808
ChrI	13250000	0.43219
ChrI	13350000	0.42636
ChrI	13450000	0.4222
ChrI	13550000	0.42766
ChrI	13650000	0.42614
ChrI	13750000	0.41989
ChrI	13850000	0.41626
ChrI	13950000	0.44016
ChrI	14050000	0.42882
ChrI	14150000	0.42951
ChrI	14250000	0.426
ChrI	14350000	0.4143316582914573
ChrI	14450000	0.41162
ChrI	14550000	0.43714
ChrI	14650000	0.42026
ChrI	14750000	0.40214
ChrI	14850000	0.398
ChrI	14950000	0.41171
ChrI	15050000	0.45519
ChrI	15150000	0.42382
ChrI	15250000	0.4184
ChrI	15350000	0.39246
ChrI	15450000	0.39587
ChrI	15550000	0.39552
ChrI	15650000	0.3785
ChrI	15750000	0.46653
ChrI	15850000	0.43981
ChrI	15950000	0.42419
ChrI	16050000	0.4198
ChrI	16150000	0.42817
ChrI	16250000	0.45451
ChrI	16350000	0.43665
ChrI	16450000	0.42576
ChrI	16550000	0.44274
ChrI	16650000	0.4503
ChrI	16750000	0.44112
ChrI	16850000	0.43321
ChrI	16950000	0.42812
ChrI	17050000	0.44136
ChrI	17150000	0.43745
ChrI	17250000	0.4459
ChrI	17350000	0.44118
ChrI	17450000	0.43986
ChrI	17550000	0.44605
ChrI	17650000	0.43895
ChrI	17750000	0.42081
ChrI	17850000	0.45445226130653266
ChrI	17950000	0.4161
ChrI	18050000	0.4296
ChrI	18150000	0.42926
ChrI	18250000	0.42716
ChrI	18350000	0.42957
ChrI	18450000	0.45258
ChrI	18550000	0.45078
ChrI	18650000	0.43553
ChrI	18750000	0.42708
ChrI	18850000	0.45337
ChrI	18950000	0.45889
ChrI	19050000	0.43467
ChrI	19150000	0.45392
ChrI	19250000	0.48364
ChrI	19350000	0.43777
ChrI	19450000	0.44352
ChrI	19550000	0.43051
ChrI	19650000	0.4316
ChrI	19750000	0.43955
ChrI	19850000	0.46685
ChrI	19950000	0.43915
ChrI	20050000	0.4626
ChrI	20150000	0.45162
ChrI	20250000	0.43703
ChrI	20350000	0.43957
ChrI	20450000	0.45333
ChrI	20550000	0.44746
ChrI	20650000	0.43299
ChrI	20750000	0.44911
ChrI	20850000	0.47322
ChrI	20950000	0.43754
ChrI	21050000	0.446
ChrI	21150000	0.44156
ChrI	21250000	0.43557
ChrI	21350000	0.43917
ChrI	21450000	0.46292
ChrI	21550000	0.42625
ChrI	21650000	0.43413
ChrI	21750000	0.41664
ChrI	21850000	0.41573
ChrI	21950000	0.43732
ChrI	22050000	0.4498592964824121
ChrI	22150000	0.42344
ChrI	22250000	0.44734
ChrI	22350000	0.42627
ChrI	22450000	0.42868
ChrI	22550000	0.45867
ChrI	22650000	0.45943
ChrI	22750000	0.45702
ChrI	22850000	0.44327
ChrI	22950000	0.42092
ChrI	23050000	0.42432
ChrI	23150000	0.42497
ChrI	23250000	0.41032
ChrI	23350000	0.40747
ChrI	23450000	0.41063
ChrI	23550000	0.43752
ChrI	23650000	0.42939
ChrI	23750000	0.42052
ChrI	23850000	0.44766
ChrI	23950000	0.43691
ChrI	24050000	0.40682
ChrI	24150000	0.41476
ChrI	24209472	0.41477962523093165
